gene,set,immune_beta_unadj,immune_p_unadj,immune_beta_adj,immune_p_adj,CYT_beta_adj,CYT_p_adj,melanocyte_lineage
SNRNP25,background,-0.10193653199596378,9.769700428605115e-26,-0.10274129250474656,6.53212362611657e-26,-0.07321170794661011,1.5011294458438715e-13,False
FBXO2,background,0.009054449115435416,0.3527778545185808,0.010440705636236322,0.2860176394261465,0.007294522876203078,0.4655499858536889,False
TRAT1,background,0.8209586853697963,0.0,0.8210301846380078,0.0,0.5989306140527259,0.0,False
FAM156B,background,-0.02352318698802713,0.01576303751581561,-0.023911374757499472,0.01453746480350273,0.010762648016125956,0.2780757962838856,False
CEACAM8,background,0.07515203201677127,9.032339842640329e-15,0.07615245963300447,5.190519432188911e-15,0.035491227391263556,0.000423595696839286,False
ARHGAP42,background,0.1944790793294403,2.651841099548635e-90,0.19412848536541114,3.167643120618093e-89,0.11017578003099833,1.1244088139489505e-28,False
G2E3P1,background,0.0402158365487017,3.6475045793398843e-05,0.04005061975879267,4.23699035445847e-05,-0.02057393289072113,0.04151863660084006,False
HAPLN4,background,0.06225110217430754,1.6096496997786004e-10,0.06183665165410702,2.5364588150615517e-10,0.03976072549906672,7.096621763491458e-05,False
GNMT,background,0.011168859226392125,0.2517046848529978,0.01135470972426202,0.24592539074223985,-0.009003933027492729,0.36896188437154986,False
RPS3AP50,background,0.001544313057310075,0.8697420084451817,0.002004799674985183,0.8320966114847083,-0.008909619658852275,0.36407570244580645,False
RNU4-44P,background,-0.00614037453659303,0.1664664505925622,-0.006173889939133778,0.16713213239399866,-0.0015832413076296255,0.7248759608670435,False
CASC2,background,-0.006232140904835634,0.5224536154215,-0.005278234289654695,0.5896432734379677,-0.03585508088707109,0.0003426234586386532,False
MIR4522,background,2.5849394142282115e-25,1.0,-4.722942803736365e-22,0.0,1.052070341590882e-21,0.0,False
MIR509-2,background,2.5849394142282115e-25,1.0,-4.722942803736365e-22,0.0,1.052070341590882e-21,0.0,False
TRAJ20,background,2.5849394142282115e-25,1.0,-4.722942803736365e-22,0.0,1.052070341590882e-21,0.0,False
ZFP42,background,0.01935461759099101,0.046987057663475426,0.01890897264862149,0.05331499549013827,-0.010132607443240947,0.3143675478046932,False
GARRE1,background,0.19084271804149375,5.750576024203504e-87,0.19191102533438878,3.3251910179850825e-87,0.08642376102545277,4.2756310986582844e-18,False
LINC01465,background,0.04659973264654647,1.71150738551332e-06,0.04768904350086158,1.0836013461005126e-06,0.019517019855351096,0.051862876927075315,False
FRMD4A,background,0.2638075471028317,3.141942077337297e-167,0.2639383346931368,5.500095728514713e-166,0.14653984013262397,1.3683071901269094e-49,False
CDKAL1,background,0.14971439678841647,7.392368740489832e-54,0.1497602413991476,1.9128890051733366e-53,0.06993220338004742,1.8953885870399842e-12,False
RNA5SP274,background,-0.0017955763749786659,0.3597085351156456,-0.0018053769929444652,0.36046246060631326,-0.003323580768054747,0.11231947373413279,False
DPY19L3-DT,background,-0.08325198849059232,1.1440847669081883e-17,-0.083934898941221,8.551374403697053e-18,-0.06231890566297128,5.595104996288373e-10,False
RPL10AP2,background,-0.04671971658492039,1.6094598363190153e-06,-0.04644676658099682,2.0476558364488544e-06,-0.027784011100659967,0.005540192754136219,False
CHRAC1,background,0.078951211456974,4.862386037560912e-16,0.07794214472800821,1.504808845232609e-15,0.01465646724397645,0.13864744486599834,False
ERVFRD-1,background,0.20632824324113402,1.2067322931964147e-101,0.20713594046540135,1.3834284498534679e-101,0.1097015850293341,4.725392346681887e-28,False
RNU6-1269P,background,0.0002316542406815911,0.9391111907496517,0.00023291865624459047,0.9392065003249184,0.0015490989933539597,0.6324078895017395,False
RACK1P3,background,-0.03333868986230421,0.0003451532267334852,-0.031877809648267724,0.0006541121186818221,-0.028916937986200802,0.002287333882508125,False
DDX39BP1,background,0.01038911939002929,0.2379896568574303,0.010982013657805843,0.21394306645957184,0.01634671948841178,0.07392951278867753,False
LINC00362,background,-0.012832072317949863,0.08945144935932789,-0.01198674934373996,0.11353983327151343,-0.006601226837454974,0.3893441691240195,False
SLCO6A1,background,-0.014725637474204523,0.13071904910395696,-0.015704658982981755,0.10852495538588627,-0.005578560068139668,0.5791915510280354,False
MIR3179-4,background,2.5849394142282115e-25,1.0,-4.722942803736365e-22,0.0,1.052070341590882e-21,0.0,False
AKR7L,background,-0.13399697577923964,2.1125406100036646e-43,-0.1342351350720916,3.4078092165924937e-43,-0.08267202633110068,1.563746026059676e-16,False
RNA5SP457,background,-0.006920685489570688,0.11590796551916047,-0.006958459986656918,0.11648063255704315,-0.004653029587244854,0.2991085884263572,False
RPL9P32,background,-0.03517899477963759,0.00030467174466802685,-0.035451946946193136,0.0002903637648562778,-0.01236863810624697,0.21985879253978324,False
SLC5A4P1,background,-0.018064756158083877,0.046684602164277486,-0.01856557454024554,0.041710860970191256,-0.019053232109903614,0.041345320092151625,False
SLC5A10,background,0.17150641452826884,2.3721734882659913e-70,0.17143178597660047,1.048221299724368e-69,0.1022552259468558,8.532225954314796e-25,False
CHKB-DT,background,-0.01478627805973684,0.1291413522578131,-0.01605941334313098,0.10077345704224264,-0.010304036679846276,0.30324873634297644,False
LINC02220,background,-0.004659868693966273,0.19967082397187003,-0.004685303197046596,0.200376779917751,-0.0012517060934362752,0.7470058072317453,False
HSPA8P11,background,0.05014722911887371,2.611765174316977e-07,0.05062881540751379,2.2577543290225155e-07,0.0576605139037784,1.1193805129254197e-08,False
TAF12,background,0.15556495305442983,4.678380299495083e-58,0.1542011880717143,1.3675273086519202e-56,0.07377698599534711,7.252155771842074e-14,False
TMEM267,background,0.05698064605804485,4.84864248583291e-09,0.05602692522027415,1.0070534884924501e-08,-0.012053057109883485,0.22478286540477663,False
FAM223A,background,0.045553902395637884,2.9066187441283997e-06,0.04593817748604267,2.645142840133652e-06,0.04362400462159117,1.4475235150078132e-05,False
ZBTB12,background,-0.04247372670442376,1.2961553255009382e-05,-0.04180257222917374,1.9250806344666805e-05,-0.0425144205841497,2.0487051794451183e-05,False
RNU6-226P,background,-0.004236703303421929,0.1544584448544148,-0.00392789621965654,0.17674301166986878,-0.0060085388690472585,0.051311982868261864,False
ZSCAN5A,background,0.05183743951607325,1.0190288048232466e-07,0.052619473135797734,7.424716095646436e-08,0.04614598306205357,3.7039631160178182e-06,False
OR5K2,background,0.15299840818286672,3.408755503923359e-56,0.15181208390031717,6.920436618310427e-55,0.08517282344574943,2.784173023024251e-17,False
NPEPL1,background,0.030209706161221407,0.001929195617796169,0.029937971405626894,0.0022144251133367613,-0.0013590239365484794,0.891275796247871,False
SNRPCP10,background,-0.008704921789357539,0.3657637628366436,-0.008986103538371483,0.3525170018687711,0.003639313315203723,0.7136237498685362,False
RPS7P13,background,-0.011675120576789332,0.1785502181907731,-0.011518280158181498,0.18602935876982704,-0.01526844037392194,0.09824942023161132,False
NECTIN1-DT,background,-0.005397797470706634,0.5796180421794304,-0.005681137405493884,0.5615612482025722,-0.023578680697434753,0.018970476227895612,False
OTULIN,background,0.2657387672449216,9.5250806281032e-170,0.2641446380742563,2.981882797900122e-166,0.13754764266704234,3.3290553650661453e-44,False
SPOCK2,background,0.552680849696044,0.0,0.5531054583959577,0.0,0.39569910706970224,0.0,False
ZNF792,background,0.18542424140497785,4.036377526342482e-82,0.18530941145423016,2.465121715921204e-81,0.08051346096250281,4.597225747333892e-16,False
ZPLD1,background,0.1647688879504972,5.306499620763838e-65,0.16380112813183173,1.0188421762306955e-63,0.058583140302345155,5.193906043891033e-09,False
TUBB4B,background,-0.060079028975310915,6.782915138908738e-10,-0.0609388582494454,4.583225760386852e-10,-0.01953270283116756,0.049568410828932895,False
MARCHF2,background,0.2890519891289741,7.788120804034596e-202,0.2885620540312696,1.9916860810645788e-199,0.1716184591625366,1.886851574902787e-68,False
PRR14,background,0.021076355475124806,0.030528788653889763,0.021474336918114064,0.028193786245004418,0.009922927385722854,0.31593154047436195,False
ZNF668,background,0.07823320420727625,8.921070050214572e-16,0.07823028436446844,1.1837649999219647e-15,0.05956244276438121,2.0490253498260287e-09,False
RNU6-577P,background,-0.0052272425155450285,0.2369006782906056,-0.0044866541160266445,0.30694017464423473,-0.005493717846150257,0.2380984718969242,False
KRAS,background,0.09174717275322748,3.899379285956479e-21,0.09252351403787376,2.6747839636900087e-21,0.008478031051331018,0.39198980186166044,False
ARHGAP11B-DT,background,0.07025250271038856,5.258391808156372e-13,0.07069155102212125,4.739368468003429e-13,0.052772406224573104,1.4442125497423457e-07,False
FAM221A,background,0.013482337345253304,0.16646194556111274,0.014271446899050952,0.14473502680932454,-0.03500985373782927,0.00041306647085345564,False
BNIP3P3,background,0.0003847395737880177,0.9674979982519716,0.0006343424747858182,0.9466570871930498,-3.605481256248301e-05,0.9970874972319366,False
TMEM183AP1,background,-0.0007843456390444444,0.9356130277867729,0.001148524828080054,0.906234129140264,0.005562972525261616,0.5799682487489275,False
RPL13AP19,background,0.17777908312221252,7.5202692602749e-76,0.1776945942055463,3.7803837503368307e-75,0.10354956483006122,1.6226183803880606e-24,False
VRK3,background,0.1683474502064382,8.155779282063828e-68,0.16912457238637596,7.263076067496673e-68,0.09645544587119341,1.6579125973629384e-22,False
DOK5,background,0.2671891772059499,1.1847741584763665e-171,0.2688489077333598,2.2226980934432913e-172,0.12870700218157757,4.808972834438196e-39,False
RNU6-597P,background,-0.001971055477710219,0.6189591064260197,-0.0019818138960073237,0.6195091423461467,-0.0014589490577337884,0.7303059570390756,False
WTAPP2,background,0.10623069684857926,8.04467125152679e-28,0.10621019724712076,1.3778767276809286e-27,0.06402820822571983,1.5149035444091797e-10,False
OR7G1,background,0.004579076264657605,0.6145698544685606,0.004892513740898185,0.5919977232411288,-0.011667881541104373,0.22144249992057255,False
BMPR1A,background,0.07701665201523866,2.46369196751785e-15,0.07693266796220503,3.4642781383986134e-15,0.0026063765855852453,0.7938854267352217,False
QTRT1P1,background,-0.033002378064147464,0.0002951617820357917,-0.031291983065505916,0.0006298101303651515,-0.018135535929950382,0.05177241547655237,False
RPL17P10,background,0.06471688611259933,2.962615651944795e-11,0.06450511625047875,4.1606503452700094e-11,0.04543036176710124,6.616612993293177e-06,False
OR8B5P,background,0.0023167941171741142,0.8113809018925003,0.0026159714790803647,0.7884577010703143,-0.006411681027722805,0.5219660141949236,False
ATG3,background,0.24828623885547663,9.507175658596485e-148,0.2479067660818998,4.775471127140487e-146,0.1337730268504888,6.151266109959839e-43,False
AGK,background,0.030928750105613308,0.0014995863040346538,0.03143305151538479,0.001314761625913921,-0.03283698525504676,0.000918700441405615,False
CCDC148-AS1,background,-0.003230309664801303,0.7280289501933175,-0.0029074310593563855,0.7552417685407943,0.0010577327689985508,0.9102980775772826,False
MYCBP2,background,0.25431905351607353,3.678515071893545e-155,0.25475217194783006,2.1825558212115177e-154,0.14807723852833982,2.0026214280134297e-51,False
OAT,background,0.06253043431106298,1.3330490625599932e-10,0.061428292473288,3.3231213935383223e-10,-0.003048433113901579,0.7575293560557752,False
KAT5,background,0.01775158862947037,0.06847523797240238,0.018115476861911374,0.06413250317321653,0.020810504771413368,0.03568089975169834,False
CEP70,background,-0.024177308360827314,0.013082595237240247,-0.024581752751651885,0.01199698479107388,-0.0686887373738971,5.4466302016121745e-12,False
AURKBP1,background,-0.00814482613751039,0.40323302369372305,-0.00811813763410865,0.40679061513876735,-0.003883018852142013,0.7000506595342013,False
LOC124906148,background,2.5849394142282115e-25,1.0,-4.722942803736365e-22,0.0,1.052070341590882e-21,0.0,False
RNY1P1,background,2.5849394142282115e-25,1.0,-4.722942803736365e-22,0.0,1.052070341590882e-21,0.0,False
ELF4,background,0.36115166513299585,0.0,0.3609020133402022,0.0,0.21716346734852415,2.4176969202384668e-110,False
RNU6-1026P,background,-0.005071578593201079,0.25926706708702596,-0.004330140548596196,0.3325973707994382,-0.008454981898391218,0.07439045195144074,False
DMKN,background,-0.0596818738686377,8.776685949804052e-10,-0.05954275651309976,1.1312258502517962e-09,-0.05272686645761004,1.1137018439715934e-07,False
HEXIM2,background,-0.06382999176273943,5.485749382250332e-11,-0.06409744648893596,5.510231306667887e-11,-0.03668744617299069,0.00023851595595973757,False
ELAVL2,background,0.010634509960201117,0.2751069391206292,0.01269106537017418,0.19467533234020132,0.006885757442609253,0.49470616047293237,False
OR2H5P,background,0.011576479421515242,0.23481214541258325,0.011857907220027067,0.2256169246203823,0.008217963197546627,0.4141388847068542,False
SNORA40C,background,-0.018931690429945698,0.0017015977116847166,-0.01864960747737465,0.0019915442699968227,-0.02297447632538001,0.00014388684336478838,False
PERP,background,0.001641903748571051,0.8661920195881438,0.00039035571029170913,0.9681824372232918,-0.016459388198667758,0.09835725346751753,False
LINC01653,background,-0.022036941993959835,0.020330228366671466,-0.021192481353529802,0.026281419434910917,-0.019371378832973088,0.04938619920439867,False
VN1R104P,background,0.08813727571510802,3.551896003995864e-20,0.0890909234708855,2.011208846980746e-20,0.04116689247438542,4.2234793418475596e-05,False
DUSP14,background,0.06034410578564461,5.705896298994685e-10,0.0587609999962757,1.8597382346300655e-09,0.023936541127943023,0.015956880938011057,False
IL12RB1,background,0.8761061597907072,0.0,0.875956233643225,0.0,0.6446597645957448,0.0,False
ADAMTS13,background,-0.13632668510394336,7.084311601086416e-45,-0.13490775507209074,1.2950229318636268e-43,-0.07482390799653696,7.096046025219358e-14,False
SNORA11,background,-0.05887967627903747,1.469632269983642e-09,-0.05676414897665006,6.434716448372791e-09,-0.034864374030782276,0.0004786769830417594,False
AGL,background,0.056729893894883913,5.660537110796638e-09,0.05655104858423483,7.328364230819542e-09,-0.010042303593572088,0.31407079813889244,False
CAPZA1P2,background,0.05899252635845935,1.3673823752977253e-09,0.05869127435354192,1.9434598063140724e-09,0.039205597365337616,0.00010106101062268752,False
TMF1,background,0.15580671164547813,3.1116617754649866e-58,0.156000648227959,6.824259370267105e-58,0.05730595351974823,8.325417262459765e-09,False
LINC01561,background,0.053174845429254755,4.739117063525617e-08,0.054319835178827984,2.7808811504621824e-08,-0.025672144979104892,0.010797908837692723,False
