gene,rho_immune_hot,rho_immune_cold,delta_rho,z_fisher,pvalue,hdi_low_a,hdi_high_a,hdi_low_b,hdi_high_b,prob_neg_a,prob_neg_b,ess_a,ess_b,rhat_a,rhat_b,fdr
ASCL5,-0.3188508768213122,-0.10357744308607247,-0.21527343373523972,-3.519408772814836,0.00043250975193144205,-0.40314566255138645,-0.2392068741558968,-0.1913231342103177,-0.02038431170938887,1.0,0.989,2311.0,2112.0,1.0,1.0,0.009536840030088298
PXN,0.005242636736631945,-0.21556739467996403,0.22081003141659597,3.4856521712516813,0.0004909389054497485,-0.08576658462956516,0.10047625634047108,-0.3015932308542925,-0.12781457589028267,0.46,1.0,2174.0,2612.0,1.0,1.0,0.01030971701444472
IGF2BP1,-0.1859178577272187,-0.3873983709316939,0.2014805132044752,3.4294512219613065,0.0006048031332513197,-0.277346989824883,-0.10333610799719489,-0.4620568147911037,-0.30907197175561046,1.0,1.0,2317.0,2433.0,1.0,1.0,0.012123553716537817
BCL2A1,-0.2807520708816653,-0.06868766183471184,-0.21206440904695348,-3.415033738916945,0.0006377411156125192,-0.36116968154938256,-0.1941735176847723,-0.15307262581921138,0.01893463871871015,1.0,0.934,2199.0,2614.0,1.0,1.0,0.012227992695005258
USP18,-0.2864963646053925,-0.0774064285099996,-0.20908993609539292,-3.375882246091313,0.0007357940346580912,-0.3738545680083518,-0.20786195017147802,-0.16610380338787673,0.016316897596607483,1.0,0.945,2081.0,2294.0,1.0,1.0,0.013520215386842427
SEMA4B,-0.27989793342808067,-0.07695573161692873,-0.20294220181115194,-3.2714207360459007,0.001070085806869942,-0.3667208989329924,-0.20033717910390297,-0.16437008570103379,0.005299881599401646,1.0,0.957,1979.0,2390.0,1.0,1.0,0.018876313633185777
CDH1,-0.34666977441356384,-0.16025536322343256,-0.18641441119013127,-3.1088582129654108,0.0018781182415797452,-0.41661842985096054,-0.26354980134222794,-0.23949041980827696,-0.060759655302714766,1.0,1.0,2126.0,2362.0,1.0,1.0,0.03096211912007382
LDB1,-0.10530449812554898,-0.2963602298231598,0.1910557316976108,3.1061134141819418,0.0018956399461269684,-0.1916199649258321,-0.009825827940344534,-0.3729188806417527,-0.21307954303865917,0.9885,1.0,2364.0,2092.0,1.0,1.0,0.03096211912007382
SOX10,-0.8724502958524144,-0.8167865770563563,-0.05566371879605814,-3.0491263558508,0.0022950792906538545,-0.8934881152069962,-0.8498154575816452,-0.843740053154324,-0.7863542592016444,1.0,1.0,1094.0,1216.0,1.0,1.0,0.035962372941330416
BHLHE41,-0.2760839669005134,-0.08763019143068188,-0.18845377546983152,-3.0401157271339274,0.0023648725970489386,-0.3590949158329125,-0.19568003176777443,-0.16947694590078516,-0.005342847913936577,1.0,0.9805,2283.0,2850.0,1.0,1.0,0.035962372941330416
CEP170,-0.07822454334571599,-0.2609379986418854,0.1827134552961694,2.9336025656645752,0.0033505293251890923,-0.17464488336678885,0.0073104183707553005,-0.34066899959008623,-0.18023329720074566,0.9565,1.0,2616.0,2306.0,1.0,1.0,0.0485705097946589
MAFF,-0.31852710920717575,-0.1410117042036633,-0.17751540500351246,-2.923023417841872,0.0034665044397545986,-0.395374682673425,-0.2332414681496886,-0.2335683539535643,-0.058096416338228485,1.0,0.998,2475.0,2113.0,1.0,1.0,0.0485705097946589
MDM2,-0.5730729531681107,-0.43363849502212903,-0.13943445814598165,-2.9178630764846165,0.0035243907333992854,-0.6307835486479911,-0.5121473997412429,-0.5034737750285603,-0.3617142705764853,1.0,1.0,1704.0,1997.0,1.0,1.0,0.0485705097946589
DOCK7,-0.3534391159342868,-0.18193090040570745,-0.17150821552857934,-2.88167694864418,0.00395565060322692,-0.42433766152389213,-0.26647027191056555,-0.2595858436422971,-0.0901266904356659,1.0,1.0,1938.0,2632.0,1.0,1.0,0.05153369806242706
SMAD7,-0.3847025465008874,-0.21677285783414627,-0.16792968866674116,-2.880288076414527,0.003973119578509115,-0.4670038783471217,-0.3092950009381608,-0.2949098994661199,-0.12343790414253375,1.0,1.0,2160.0,2432.0,1.0,1.0,0.05153369806242706
ZEB2,-0.615099070893184,-0.48913761701747654,-0.1259614538757075,-2.831427910905176,0.004634067836200778,-0.6680072261374981,-0.5597318499726767,-0.5622468381880092,-0.42463210158685033,1.0,1.0,1783.0,1803.0,1.0,1.0,0.05540549607377142
CCNE2,-0.2583343806738643,-0.4189824136574062,0.1606480329835419,2.8310793302644246,0.004639121329507793,-0.33840280370549847,-0.17299867687100118,-0.4910350003052461,-0.34995497117014573,1.0,1.0,2345.0,1837.0,1.0,1.0,0.05540549607377142
CDH2,-0.46012006791331994,-0.30535906916236943,-0.1547609987509505,-2.8296824865106784,0.004659421954694182,-0.5264036559873779,-0.3837359663532793,-0.3881596542179265,-0.23215834377794375,1.0,1.0,1860.0,2507.0,1.0,1.0,0.05540549607377142
EXT1,-0.22209887822097654,-0.04429079433300326,-0.17780808388797328,-2.821889007196273,0.00477416972971273,-0.30308398181890217,-0.132682139970016,-0.12900524482510423,0.04386448582209268,1.0,0.833,2278.0,2467.0,1.0,1.0,0.05540549607377142
MECOM,-0.25865215845563005,-0.4180580081339982,0.15940584967836813,2.808365948253036,0.00497936080747155,-0.3450996945600242,-0.1786154210826234,-0.4873273514377469,-0.33795941868772855,1.0,1.0,2370.0,2099.0,1.0,1.0,0.0563050798998706
H4C13,-0.09351442780869754,-0.2641441644456821,0.17062973663698458,2.7476934778282214,0.006001608761464881,-0.183361268007539,-0.007229650147641431,-0.3456461777886907,-0.1782408038688002,0.9795,1.0,2532.0,2213.0,1.0,1.0,0.06616773659515031
PTPN1,-0.1985702039160285,-0.028138998217140943,-0.17043120569888756,-2.6906078003348766,0.007132198806793932,-0.28806723201320805,-0.11062052427889113,-0.11521565892116636,0.06290042006357344,1.0,0.72,2347.0,2274.0,1.0,1.0,0.07671462619014938
NFIC,-0.2283001605299717,-0.06095170077362311,-0.1673484597563486,-2.6637304271417093,0.007727946414183935,-0.32618531262209904,-0.15160950450715488,-0.1520180579774415,0.02467292790468001,1.0,0.907,2353.0,2194.0,1.01,1.0,0.08114343734893133
TCF7L2,-0.40941241830724695,-0.25985260695477463,-0.14955981135247232,-2.626218439339454,0.008633938980918762,-0.47730427413465004,-0.3355394401374754,-0.33833398648296265,-0.17885427146606658,1.0,1.0,1902.0,2289.0,1.0,1.0,0.0885480718740738
KLF3,-0.2999471041146554,-0.14031595913706285,-0.15963114497759257,-2.614697772220331,0.008930644044022343,-0.37681052435374346,-0.21074918797394382,-0.23030696526007177,-0.0544589707179472,1.0,1.0,1707.0,2751.0,1.0,1.0,0.08950940962304212
ZMIZ1,-0.12187684759432704,-0.27875249187161927,0.15687564427729223,2.546764731723854,0.010872670788976222,-0.21150499478106483,-0.02827366061746095,-0.35087576789726227,-0.19531806521388223,0.9945,1.0,2314.0,2429.0,1.0,1.0,0.10655217373196697
HECTD1,-0.2754164139431349,-0.11904133214853163,-0.15637508179460324,-2.5353206044519694,0.011234445430278784,-0.36769552263299476,-0.1963332183392837,-0.20413084610710847,-0.028419805985128832,1.0,0.9965,2080.0,2337.0,1.0,1.0,0.10770413988593355
TMEM259,-0.24131972531423582,-0.08366995868842772,-0.1576497666258081,-2.5229160824765247,0.011638617138560941,-0.32651939739174013,-0.15316334353681005,-0.17174000787614702,-0.005496323612162124,1.0,0.9765,2425.0,2104.0,1.0,1.0,0.10920489698096543
RELA,-0.26753026705941885,-0.11280452093222645,-0.1547257461271924,-2.5012505896302972,0.012375557704451454,-0.3508671612309062,-0.18537678951102837,-0.18823757171825312,-0.01770489347258697,1.0,0.9925,2226.0,2138.0,1.0,1.0,0.11370043640964773
KCMF1,-0.02560122948956245,-0.1819274953964933,0.15632626590693086,2.461668052310655,0.013829259349728144,-0.12080004167286301,0.059008649026159876,-0.2659368212659113,-0.09663971025004331,0.7105,1.0,2632.0,2476.0,1.0,1.0,0.1244633341475533
LASP1,-0.11893239359479219,-0.26698957911507804,0.14805718552028585,2.3956520574642157,0.01659083109929422,-0.20671352047807767,-0.026888468303011892,-0.35184259600618434,-0.18242578122265568,0.996,1.0,2568.0,2492.0,1.0,1.0,0.146331130295775
CHD7,-0.0497156131666876,-0.1998062415834314,0.1500906284167438,2.374707295566696,0.017562871311032718,-0.12927784384389507,0.04094980228062162,-0.2794288050281049,-0.1071798269064263,0.8735,1.0,2789.0,2180.0,1.0,1.0,0.15186718133657703
ZBTB10,-0.14657532483935223,-0.29117518824745514,0.1445998634081029,2.365955824667761,0.017983590079100463,-0.22988069945453576,-0.04990735757931214,-0.36655625502072864,-0.20802134254652005,1.0,1.0,2297.0,2128.0,1.0,1.0,0.152514677401602
H2AZ1,-0.06335539098227863,-0.2113867292152914,0.14803133823301276,2.349961929725108,0.018775331284700467,-0.16067183466356688,0.02240133466450933,-0.292625590277872,-0.1271971773818516,0.921,1.0,2742.0,2232.0,1.0,1.0,0.15622492635005483
DUSP4,-0.48281478155387203,-0.36121001496327365,-0.12160476659059838,-2.3062722507778566,0.021095424658651944,-0.5463331784700287,-0.412171778999056,-0.4343523981652399,-0.2806570799974741,1.0,1.0,2045.0,2101.0,1.0,1.0,0.17208581316938265
ESRP2,-0.20443814412669123,-0.34107825938425984,0.1366401152575686,2.299757729340953,0.021461949488245,-0.2895791644625876,-0.1175246282430289,-0.41507318287218875,-0.25975863272065386,1.0,1.0,2406.0,1995.0,1.0,1.0,0.17208581316938265
FAM120A,-0.2937536491787376,-0.1552967116321928,-0.13845693754654478,-2.2710582531550156,0.023143451750194364,-0.38245194009060807,-0.21968679556744236,-0.24947850659947152,-0.0759610630914484,1.0,1.0,2220.0,2616.0,1.0,1.0,0.18225468253278063
ME2,-0.13515152907155228,-0.27288007386227553,0.13772854479072325,2.238159113223142,0.025210680898502827,-0.22158794894459355,-0.042791350170991505,-0.3606917562558958,-0.19701309577849108,0.9965,1.0,2610.0,1994.0,1.0,1.0,0.19505105747789028
NFIB,-0.283109300846599,-0.4086599024740918,0.12555060162749276,2.221882926542517,0.026291218531709907,-0.3732992671066697,-0.2085755846459238,-0.4875288823745747,-0.33773990547409877,1.0,1.0,1990.0,2139.0,1.0,1.0,0.19820168340917144
ANKHD1,-0.3151081668610975,-0.181446667455699,-0.13366149940539848,-2.2185584563909946,0.026516778505988922,-0.40168719454136254,-0.23136982112541404,-0.2727926372964032,-0.1023088566491146,1.0,1.0,2202.0,2079.0,1.0,1.0,0.19820168340917144
CMIP,-0.26824519377092426,-0.1322862339642723,-0.13595895980665196,-2.2057730438350576,0.02739989460129286,-0.3528195535830258,-0.1870288825121169,-0.22224741617480465,-0.04641728430102582,1.0,0.996,2091.0,2540.0,1.0,1.0,0.2013892253195025
KLF6,-0.15138843065119365,-0.28581113238990474,0.1344227017387111,2.1984947363879463,0.027913869243234062,-0.23588975221406416,-0.06202379188571744,-0.3665368947000225,-0.2019067486195784,0.9995,1.0,2547.0,2237.0,1.0,1.0,0.20180354649616758
WWTR1,-0.35280685278610235,-0.46944327892516174,0.11663642613905939,2.1871834632183815,0.02872913360004255,-0.4300139508887218,-0.2763494323303654,-0.5361036793462168,-0.39856720241434657,1.0,1.0,2033.0,2077.0,1.0,1.0,0.20434754705836716
SLC66A2,-0.08113900061625445,-0.2172999257280952,0.13616092511184075,2.1684178410187926,0.03012690947520264,-0.1609802811224625,0.015772291341833666,-0.30047260491429734,-0.1427585163561082,0.9615,1.0,2298.0,2352.0,1.0,1.0,0.21085754323265524
EFNA5,-0.3285056644856805,-0.19934251817539464,-0.1291631463102859,-2.1622275472876393,0.030600641194761757,-0.40685159320500563,-0.2469422777410793,-0.2816263322908074,-0.1133352009599155,1.0,1.0,2069.0,2436.0,1.0,1.0,0.21085754323265524
CEBPB,-0.15453850311562536,-0.2860390619840225,0.13150055886839715,2.152215477372587,0.03138038718754366,-0.2359410373391635,-0.06052444042186278,-0.36193309638612003,-0.20486333565019388,0.9995,1.0,2161.0,2286.0,1.0,1.0,0.2129038576877962
RGL1,-0.1154694718814904,-0.24835446664417646,0.13288499476268606,2.139954386951288,0.0323584531476973,-0.21447129538603726,-0.032169293243763386,-0.33085136573246127,-0.16754577686568095,0.9945,1.0,2351.0,2379.0,1.0,1.0,0.21621330057779561
FOSL1,-0.3182974379830577,-0.4348139497348027,0.11651651175174499,2.115002534873212,0.034429731268666774,-0.40077202645147336,-0.24053426927853044,-0.507025669228893,-0.3683942006051009,1.0,1.0,2132.0,1929.0,1.0,1.0,0.2266195744698813
DNAH5,-0.23122650904989459,-0.09953303983944808,-0.1316934692104465,-2.1080837794564355,0.035023743239921745,-0.3162616986533451,-0.14245679697733588,-0.1902004980172301,-0.01962393758059755,1.0,0.985,2060.0,2129.0,1.0,1.0,0.22713927601184544
KRAS,-0.2933235489907599,-0.16651693630396663,-0.12680661268679327,-2.0846985442982655,0.03709667288654896,-0.37256417351516896,-0.21315221952381513,-0.24683135175625598,-0.0763696488936425,1.0,1.0,2041.0,2596.0,1.0,1.0,0.2370961267096825
ARPC3,-0.0792562556263362,-0.20868070396721386,0.12942444834087766,2.057528352982887,0.03963543049233742,-0.16825994537208538,0.006795884605690805,-0.2889593120772704,-0.11994929944804739,0.954,1.0,2777.0,2237.0,1.0,1.0,0.2486685045678256
H2BC14,-0.23153405872679414,-0.3519075716935569,0.12037351296676277,2.048834939967144,0.04047825792390729,-0.3182953743592172,-0.15032182476038697,-0.422120465034203,-0.27089937361254884,1.0,1.0,2476.0,1978.0,1.0,1.0,0.2486685045678256
FAM83H,-0.3494102465905713,-0.22891259827730862,-0.12049764831326268,-2.0476027516080944,0.04059893952127765,-0.4224472701449893,-0.26558663900870755,-0.32044560959037177,-0.14570982985625974,1.0,1.0,2254.0,2356.0,1.0,1.0,0.2486685045678256
HNRNPH1,-0.12042339346652536,-0.24714519530001017,0.1267218018334848,2.0418385476127234,0.041167549148954846,-0.21318119262879298,-0.03457983059859804,-0.3272861778938607,-0.16755375343501105,0.9945,1.0,2396.0,2260.0,1.0,1.0,0.24869711198204228
ITGB3,-0.41968614781089514,-0.3066203153810403,-0.11306583242985485,-2.0284852229640458,0.042510749961335935,-0.4952266088416147,-0.3492341778026775,-0.3903275922106682,-0.23085783496736867,1.0,1.0,2161.0,2319.0,1.0,1.0,0.25334109098579927
BTG1,-0.16714903367645711,-0.2901791162710077,0.12303008259455056,2.0211677180460508,0.043262406234815726,-0.2627829470619807,-0.08091385205428286,-0.37314235148167946,-0.21153360081547556,1.0,1.0,2635.0,1714.0,1.0,1.0,0.2543829486607165
KLHL9,-0.3929745886978784,-0.27846644934968595,-0.11450813934819243,-2.0097378478503,0.04445894194842681,-0.46484346313458197,-0.31255223996786463,-0.3516341419959932,-0.19373537055935786,1.0,1.0,1782.0,2366.0,1.0,1.0,0.25797886051652924
SYVN1,0.017928581257598775,-0.11028208590437233,0.1282106671619711,1.999926008139512,0.045508254271682966,-0.07958495118886871,0.10586587919499868,-0.2049725489041539,-0.02786176051374184,0.3365,0.9895,2588.0,2326.0,1.0,1.0,0.26063818355600243
GAB2,-0.20043130952150226,-0.31936059595459176,0.1189292864330895,1.9857822733496016,0.04705750491272951,-0.28812082762224644,-0.11583333743607493,-0.39816802122011463,-0.23910559656913155,1.0,1.0,2043.0,2035.0,1.0,1.0,0.2660558931604322
INSR,-0.24131860556685553,-0.11967430562163628,-0.12164429994521925,-1.957339201330334,0.050307601469565574,-0.32841915804662175,-0.16217061924956888,-0.2051454889721187,-0.03484841982528403,1.0,0.9975,2510.0,2368.0,1.0,1.0,0.2808310411149167
RPL22L1,-0.2539376672406344,-0.366062580851365,0.11212491361073063,1.9313525894454249,0.05343946397331645,-0.3479784451890126,-0.17908027239317703,-0.4409955858900374,-0.2932709707067845,1.0,1.0,2036.0,1930.0,1.0,1.0,0.2939374537322474
CASP3,-0.0881452368116179,-0.209037909079146,0.12089267226752809,1.9241886520553575,0.054330941025612346,-0.17811619881615526,0.0015513959105244446,-0.2887701618681944,-0.125572601880584,0.9685,1.0,2217.0,2304.0,1.0,1.0,0.2939374537322474
PHIP,-0.10613938240978693,-0.22587697392340897,0.11973759151362204,1.9165614698090203,0.05529366691785054,-0.19691205744407392,-0.015902041730003147,-0.3134062407489404,-0.14183060679948767,0.9925,1.0,2685.0,1940.0,1.0,1.0,0.2939374537322474
PRKG1,-0.08209168614270759,-0.20271523894416696,0.12062355280145937,1.9163421303235366,0.05532156158679486,-0.1741462322536637,0.007489513891156152,-0.28435303294100045,-0.12039252413048307,0.9575,1.0,2349.0,2285.0,1.0,1.0,0.2939374537322474
KCTD8,-0.09289098825034078,-0.21222801745980346,0.11933702920946268,1.9017004857774005,0.05721032233413883,-0.18449605829501042,-0.004090457572383022,-0.3023848649564429,-0.1324810838632242,0.977,1.0,2627.0,2554.0,1.0,1.0,0.3003541922542289
PLK4,-0.08745166101505741,-0.20647910624182605,0.11902744522676864,1.8934852221736969,0.05829337162532843,-0.16518373424320648,0.0051488453102732645,-0.283001951083599,-0.11935490413693334,0.9745,1.0,2159.0,2127.0,1.0,1.0,0.30243972807964514
EP300,-0.14576771070835506,-0.26181199186805937,0.1160442811597043,1.8845322764060422,0.059493013184915185,-0.228972854114728,-0.04788700953692415,-0.340374295338385,-0.17558878334107192,1.0,1.0,2248.0,2114.0,1.0,1.0,0.30268678310259534
IGF1R,-0.17180942040057431,-0.2862546945767356,0.11444527417616127,1.8800573102014124,0.06010026770016405,-0.26262240400350123,-0.08806034066934854,-0.359433703764203,-0.2034191142074358,1.0,1.0,2201.0,2314.0,1.0,1.0,0.30268678310259534
PDGFRB,-0.3626807202328731,-0.25350884234662463,-0.10917187788624849,-1.8778617242443425,0.060400083703012225,-0.43528797453553475,-0.28071581486854136,-0.33539237387893056,-0.1721048670237404,1.0,1.0,1982.0,2094.0,1.0,1.0,0.30268678310259534
ELK3,-0.3064945831269762,-0.194873049846964,-0.1116215332800122,-1.8539896039670511,0.06374064732669538,-0.38966633835052805,-0.22550234246328232,-0.27892493890383174,-0.10863266334128413,1.0,1.0,2245.0,2381.0,1.0,1.0,0.3158384884390187
MSN,-0.2565719789633427,-0.1428630506225015,-0.11370892834084123,-1.8433258988057555,0.06528144198522505,-0.3372461767922612,-0.17166826584711958,-0.23211899360968835,-0.05951806042275415,1.0,0.9995,2558.0,2465.0,1.0,1.0,0.31735975745040446
ELMO2,-0.29466644903134687,-0.18314372302794812,-0.11152272600339874,-1.8409462845051385,0.06562943075794261,-0.37203688633174353,-0.21037699053908843,-0.2714490425909766,-0.10146482735722873,1.0,1.0,2378.0,1773.0,1.0,1.0,0.31735975745040446
S100A10,-0.05406019442563112,-0.17061079989650424,0.11655060547087312,1.8370225214343872,0.06620657071527712,-0.13163862555963174,0.054050093636836216,-0.25355617311987627,-0.08117681848736558,0.882,1.0,2506.0,2335.0,1.0,1.0,0.31735975745040446
CDK6,-0.3730135844024236,-0.4694454958966967,0.0964319114942731,1.825471537715373,0.06792990248613089,-0.44674577422907036,-0.29163511557586036,-0.53432268143991,-0.39810212477575563,1.0,1.0,2260.0,2003.0,1.0,1.0,0.3221192150148787
TRIB2,-0.08687405286232366,-0.20135116288721405,0.11447711002489039,1.8193655401870636,0.06885568038533636,-0.1729360783129128,0.0032810302359445043,-0.2922447576503369,-0.12625146181265295,0.967,1.0,2580.0,2670.0,1.0,1.0,0.3230356920205674
TRIO,-0.3547189962733541,-0.2494028674668392,-0.10531612880651492,-1.80396049142397,0.07123750078452487,-0.4261958348244362,-0.26411260110735224,-0.3273085674179226,-0.16954883866486092,1.0,1.0,1986.0,2410.0,1.0,1.0,0.33069197732605754
H1-5,-0.06206072068727922,-0.1752969922754081,0.11323627158812888,1.7873297570629714,0.07388420725453149,-0.1492461422979443,0.031826347678914235,-0.2597463085052914,-0.0942819868401732,0.915,1.0,2360.0,2281.0,1.0,1.0,0.339405577075504
BCL6,-0.1208963040510341,-0.23119985074749383,0.11030354669645973,1.7714803670957064,0.07648085463833078,-0.2114867975909242,-0.031164960871954472,-0.31518788825450583,-0.15240951967307192,0.9945,1.0,2327.0,2289.0,1.0,1.0,0.34398340600490307
IMPG1,-0.03808136934484732,-0.15079534829556338,0.11271397895071605,1.7697428645069664,0.0767699857434791,-0.1280419583427292,0.04892724194812215,-0.23044254892333083,-0.05789301142329761,0.7945,1.0,2372.0,2532.0,1.0,1.0,0.34398340600490307
LAMA3,-0.2408074401672212,-0.13137542567823737,-0.10943201448898382,-1.764108317866594,0.0777137443321023,-0.32950954931730125,-0.15740236997922508,-0.21502699032070188,-0.038311487522639576,1.0,0.998,2129.0,2533.0,1.0,1.0,0.34398340600490307
PTK2,0.08574677733956282,-0.027103081632882497,0.11284985897244532,1.7575126722267782,0.0788304637932164,0.0015240108152307918,0.18074409165198468,-0.1140608732700214,0.06934000524937667,0.031,0.741,2409.0,2249.0,1.0,1.0,0.34398340600490307
ADPRS,-0.07085558853772644,-0.18178150295599138,0.11092591441826494,1.7541295651188176,0.07940830873693017,-0.15054621086824233,0.02028220730338215,-0.2668582860516167,-0.09398236253530495,0.9405,1.0,2608.0,2290.0,1.0,1.0,0.34398340600490307
KRT18,-0.1053426096805905,-0.21511424653450908,0.10977163685391858,1.753240185829041,0.07956078778344697,-0.1916605874477489,-0.009864658257582759,-0.3036869751098173,-0.13855868229584312,0.9885,1.0,2364.0,2076.0,1.0,1.0,0.34398340600490307
ZNF69,-0.1996806987723956,-0.08998744783191887,-0.10969325094047674,-1.7435364538778122,0.0812399523829069,-0.28546086348102717,-0.11533251578583531,-0.17690994122748988,-0.00931376803023487,1.0,0.9795,2402.0,2473.0,1.0,1.0,0.34526329443892895
HOXB9,-0.04289890573941313,-0.15379630167686886,0.11089739593745573,1.7424905916462383,0.08142263633026896,-0.13265074278067696,0.05407284600092166,-0.24123923280337278,-0.07181065520722862,0.8255,1.0,2634.0,2649.0,1.0,1.0,0.34526329443892895
CFLAR,-0.47382922089209345,-0.38347766302979136,-0.09035155786230209,-1.7232935758592718,0.08483544890700373,-0.545875241250235,-0.40297678333026704,-0.46127307240208726,-0.3129296792134206,1.0,1.0,1999.0,1834.0,1.0,1.0,0.3483380233729101
FERMT2,-0.5303483857835265,-0.446133255277129,-0.0842151305063975,-1.7217611024472776,0.08511280353726275,-0.5924168204801799,-0.45675934942592034,-0.5154453861549158,-0.3762478749028845,1.0,1.0,1856.0,2136.0,1.0,1.0,0.3483380233729101
RPL17,-0.12358670805631378,-0.23073997842476612,0.10715327036845235,1.721475505021931,0.08516457334295842,-0.21141062240857167,-0.03181171913206843,-0.31138285799736737,-0.1475644201549619,0.998,1.0,2158.0,2369.0,1.0,1.0,0.3483380233729101
KLF4,-0.13280283376433602,-0.23898788384249334,0.10618505007815732,1.7115166683513554,0.08698577684483907,-0.22025168371083742,-0.042891664980995836,-0.3199405483094415,-0.1586119628215949,0.9955,1.0,2354.0,2080.0,1.0,1.0,0.3483380233729101
PIK3CD,-0.29202717703942926,-0.18863995159956995,-0.10338722543985931,-1.7075679448624754,0.0877165404965869,-0.36878871199505614,-0.20353251303473824,-0.2738852594723053,-0.10409585108866842,1.0,1.0,2359.0,2371.0,1.0,1.0,0.3483380233729101
SLPI,-0.08021609717924535,-0.18785688334146736,0.107640786162222,1.7055699525326589,0.08808817776638578,-0.17346913396347924,0.004507267574966223,-0.26505487113506737,-0.09524175832430992,0.9575,1.0,2861.0,2186.0,1.0,1.0,0.3483380233729101
ZNF671,-0.16825706236350504,-0.2723204843978859,0.10406342203438088,1.7019973813954334,0.0887558591502311,-0.25628919578615394,-0.07970190749621958,-0.3601211705192773,-0.19643113270622742,0.9995,1.0,2020.0,1995.0,1.0,1.0,0.3483380233729101
SMARCA4,-0.16013074404683583,-0.26445981000312313,0.1043290659562873,1.7001414973983289,0.08910431331849843,-0.24875412049137907,-0.07449736491483078,-0.34791019649821586,-0.18362327481725904,1.0,1.0,2379.0,2229.0,1.0,1.0,0.3483380233729101
B3GNT5,-0.29187454016109415,-0.1889900131791189,-0.10288452698197526,-1.699331812651259,0.08925668172593842,-0.3749684866526462,-0.21880072615346075,-0.26979605605010737,-0.09737823262391099,1.0,1.0,2096.0,2183.0,1.0,1.0,0.3483380233729101
PDGFRA,-0.46029854698495065,-0.3713011334312192,-0.08899741355373147,-1.6749899195668834,0.09393620949255024,-0.5294040007775154,-0.38564772190739194,-0.44628881939419807,-0.29350170979096996,1.0,1.0,2222.0,2071.0,1.0,1.0,0.3633848104053917
GPX8,-0.24592262851868182,-0.3433357931803325,0.0974131646616507,1.660103809734755,0.09689357064430892,-0.326027923601878,-0.16147228660862112,-0.4250339605278526,-0.2690193781653724,1.0,1.0,2325.0,2241.0,1.0,1.0,0.37156577960121945
STMN1,-0.09699609072710416,-0.199994547610013,0.10299845688290885,1.6387149863870527,0.10127263145140941,-0.185393702825643,-0.009544393969272091,-0.2940601107614156,-0.12460738707033775,0.983,1.0,2827.0,2446.0,1.0,1.0,0.38365869261580743
LMNA,-0.19186488803984084,-0.0887719480833341,-0.10309293995650673,-1.6362513181969138,0.10178700008174484,-0.28824956381468136,-0.10622826900238747,-0.17659608526927434,-0.0031522424726573295,0.9995,0.974,2463.0,2293.0,1.0,1.0,0.38365869261580743
HHAT,-0.10896747362798267,-0.20971832622847156,0.10075085260048888,1.608403828366164,0.10774676375573909,-0.20108937417713962,-0.020489924501581547,-0.29470800899859567,-0.12507486622308783,0.9905,1.0,2381.0,2513.0,1.0,1.0,0.40268070183288934
HNF4G,-0.33482247916559393,-0.24032175329380806,-0.09450072587178587,-1.6031099406688185,0.10891038370839315,-0.4101457333277325,-0.254290150661967,-0.3237286911647068,-0.16477110365744835,1.0,1.0,2181.0,2499.0,1.0,1.0,0.4036090690369864
TFDP2,-0.13106729151266627,-0.2302328687128188,0.09916557720015254,1.5949564806271237,0.1107219679565448,-0.21969621935295147,-0.042005677856571166,-0.31195556429459215,-0.1496898349375546,0.9985,1.0,2457.0,2263.0,1.0,1.0,0.4069032322403021
HDAC4,-0.2149094547772352,-0.3096989809388684,0.09478952616163319,1.5839175049778533,0.11321249330406363,-0.3009409322410659,-0.1256845962320719,-0.3863198245486789,-0.22133774992692729,1.0,1.0,2169.0,2459.0,1.0,1.0,0.4126174342734881
VIM,-0.18656373488331285,-0.08794386030145818,-0.09861987458185467,-1.5637637674491653,0.11787305615859127,-0.2722395403429416,-0.0995185062557638,-0.17134873699802938,0.005055882569039882,1.0,0.974,2525.0,2157.0,1.0,1.0,0.4260821128355635
YPEL5,-0.0780284005459517,-0.1755470370852927,0.09751863653934101,1.541910439284188,0.12309535879776172,-0.17687195534268496,0.0049704732356812276,-0.2627876616020024,-0.09793633665890539,0.9605,1.0,2097.0,2159.0,1.0,1.0,0.4413418961773408
CCND3,-0.30739566385781714,-0.3919186581498959,0.08452299429207877,1.4984040313510385,0.1340283096458537,-0.3871337470331216,-0.2241325711971211,-0.46553846330168364,-0.3121957169544473,1.0,1.0,2374.0,2287.0,1.0,1.0,0.4580828041431775
AKT1,-0.16117691857407848,-0.2532408930461081,0.0920639744720296,1.4965368578605418,0.13451381048957423,-0.24533780654416398,-0.06671963206284115,-0.33507188202686183,-0.1718311225543907,1.0,1.0,2315.0,2095.0,1.0,1.0,0.4580828041431775
