gene,rho_immune_hot,rho_immune_cold,delta_rho,z_fisher,pvalue,hdi_low_a,hdi_high_a,hdi_low_b,hdi_high_b,prob_neg_a,prob_neg_b,ess_a,ess_b,rhat_a,rhat_b,fdr
UBE2H,-0.08911812751869583,-0.15523036909416182,0.066112241575466,1.043623951569863,0.2966594069574213,-0.17810435265217328,0.005857694414778791,-0.23775234358259117,-0.06592954792117411,0.97,0.9985,2669.0,2523.0,1.0,1.0,0.6171075399444472
PARD6B,-0.4007611523503828,-0.45476260184963024,0.054001449499247456,1.0279650489977663,0.30396626874870025,-0.4717997083535214,-0.3197352661344471,-0.5288300627687921,-0.3912597571243659,1.0,1.0,2258.0,1980.0,1.0,1.0,0.6225741716739308
CHD1,-0.1880825216829887,-0.12360249200889362,-0.06448002967409508,-1.02762134383072,0.30412798017661924,-0.2754447339614854,-0.10498996730785803,-0.21074797430224285,-0.039184173210854434,1.0,0.9995,2405.0,2716.0,1.0,1.0,0.6225741716739308
RPS6KA3,-0.19337602568497145,-0.1290972983621679,-0.06427872732280354,-1.0262128899724619,0.30479124682682013,-0.2802138091431181,-0.10698014104125586,-0.22253985792949132,-0.04830012903904718,1.0,0.9975,2345.0,2328.0,1.0,1.0,0.6225741716739308
ELAC1,-0.2947131858409301,-0.2334946244734945,-0.06121856136743559,-1.023372820247563,0.3061316052647379,-0.3746938404448708,-0.21564683317489464,-0.31675483395898457,-0.14964012846847097,1.0,1.0,2151.0,2014.0,1.0,1.0,0.6225741716739308
CAST,-0.14320678315747548,-0.07823455741354043,-0.06497222574393505,-1.0228394981629718,0.306383739359827,-0.2390760249686903,-0.06144913601890423,-0.1617712592707934,0.006819103509172697,0.9985,0.9655,2347.0,2602.0,1.0,1.0,0.6225741716739308
EYA1,-0.18459328460031288,-0.12052852149990723,-0.06406476310040565,-1.0199382366450498,0.3077577537979975,-0.2790792291787536,-0.10483387432616592,-0.2025914780107032,-0.031913469730122435,1.0,0.997,2890.0,2226.0,1.0,1.0,0.6225741716739308
CIRBP,-0.1771070730842422,-0.11417338750547809,-0.06293368557876411,-0.9998013224163995,0.3174066657318708,-0.26930342731092805,-0.09601856510218626,-0.2029780763839501,-0.0314210251889373,1.0,0.9945,2052.0,2586.0,1.0,1.0,0.637182243401195
SP110,-0.1687475828035819,-0.10600340355819543,-0.06274417924538647,-0.994408020338408,0.3200242650456496,-0.2542168425319782,-0.07765755465316038,-0.18875879175635513,-0.012715683943881173,1.0,0.9925,2361.0,2024.0,1.0,1.0,0.637182243401195
FERMT1,-0.4035999380720852,-0.3487590628245476,-0.05484087524753761,-0.9934375567430961,0.32049676671631366,-0.4745407118372458,-0.3223934621996016,-0.41941164995341595,-0.2702794277410172,1.0,1.0,2183.0,2248.0,1.0,1.0,0.637182243401195
TUBB4B,-0.13289133600688896,-0.19502843628033226,0.062137100273443296,0.9929005776837396,0.32075840824277846,-0.22033264626422572,-0.042994586009070856,-0.28665773113406856,-0.11090123400631935,0.9955,1.0,2353.0,2388.0,1.0,1.0,0.637182243401195
YIF1A,-0.14917778497323742,-0.08682104888364778,-0.06235673608958964,-0.9832956833166249,0.3254619340400199,-0.23675377053910834,-0.06362837532875143,-0.1712885345540276,0.00853389871777055,1.0,0.9685,2624.0,2408.0,1.0,1.0,0.6397206709974347
KLC2,-0.09611184798001524,-0.15827160234138493,0.062159754361369696,0.9824366690513067,0.32588476869451155,-0.18570934538606676,-0.004381223969777304,-0.2415622137593192,-0.07353877064692643,0.98,0.9985,2432.0,2326.0,1.0,1.0,0.6397206709974347
RPL32,-0.18489930662770013,-0.12340611665151172,-0.06149318997618841,-0.9794585463592698,0.3273534613598228,-0.26530889153814036,-0.09404944435800106,-0.2125672310162296,-0.03915718808670099,1.0,0.998,2592.0,2643.0,1.0,1.0,0.6397206709974347
H2BC9,-0.16190240505822792,-0.10005462110712496,-0.061847783951102964,-0.9784764946351704,0.3278387112141049,-0.24525062046460194,-0.0666731173218924,-0.19207685790183332,-0.014947477409441079,1.0,0.9885,2243.0,2306.0,1.0,1.0,0.6397206709974347
FOXK2,-0.10926206752167145,-0.17072566967444802,0.061463602152776575,0.9748212512461367,0.3296489337628786,-0.2016074571710187,-0.028592891125047648,-0.24824508712250054,-0.08383339151213548,0.994,1.0,2517.0,2589.0,1.0,1.0,0.6404192942265616
ERBB3,-0.1599317169731158,-0.21935613958474123,0.05942442261162542,0.9584840297456246,0.33781874076972107,-0.25252922691254853,-0.07396376905665458,-0.3023222244469523,-0.14150806306974367,1.0,1.0,2323.0,2088.0,1.0,1.0,0.6534125643835395
PPM1D,-0.35093744433419094,-0.2963167327626325,-0.054620711571558456,-0.9487308595320164,0.34275751461612725,-0.4281297975591572,-0.2710742488469242,-0.37287444681482973,-0.2130323669113774,1.0,1.0,2087.0,2092.0,1.0,1.0,0.6572459738880088
GNAI3,-0.16368605741627953,-0.10389194580632868,-0.05979411160995085,-0.9466823286797298,0.34380067779380696,-0.2622637349557422,-0.08192195666037344,-0.19416469227566363,-0.019957610686569927,0.9995,0.989,2236.0,2116.0,1.0,1.0,0.6572459738880088
ZFP28,-0.1326076476683414,-0.19183111777644313,0.05922347010810172,0.945758649785554,0.3442717006080046,-0.2200730872513969,-0.04266472724482201,-0.27060157226282616,-0.09986306297890835,0.9955,1.0,2354.0,2029.0,1.0,1.0,0.6572459738880088
H2BC8,-0.2807282314655528,-0.22413172037217866,-0.05659651109337416,-0.939944700058966,0.3472459271094167,-0.36353082630115136,-0.20020296189220743,-0.3072583525996384,-0.14367335748431942,1.0,1.0,2118.0,2040.0,1.0,1.0,0.6577453520869664
TIPARP,-0.3501485990214377,-0.4019360563682768,0.051787457346839094,0.9379629677149156,0.34826344158039424,-0.4203454305840377,-0.26096252715809043,-0.47298970351583414,-0.3265671288974534,1.0,1.0,2606.0,2299.0,1.0,1.0,0.6577453520869664
CNN3,-0.10248735601376455,-0.042578199897358227,-0.05990915611640632,-0.9364353905816696,0.34904906350990406,-0.19311259477015202,-0.0101378860189128,-0.1281394092174622,0.050763652606074405,0.9855,0.833,2335.0,2635.0,1.0,1.0,0.6577453520869664
NCKAP1L,0.0688287620131326,0.008874056593823787,0.05995470541930881,0.9336213971969899,0.3504992239012179,-0.021210946196825287,0.15802867797547582,-0.08391224365857863,0.09356920633714783,0.068,0.4215,2313.0,2139.0,1.0,1.0,0.6577453520869664
VPS26B,-0.18815535982878395,-0.24461775593987667,0.056462396111092716,0.9210667005708575,0.357015604271799,-0.27520853039757354,-0.09963532023875515,-0.3195545345419632,-0.15366199181685808,1.0,1.0,2088.0,2137.0,1.0,1.0,0.6659158353814548
E2F2,-0.18695689820662456,-0.24323873435367588,0.05628183614705132,0.9175831756243833,0.35883712933122125,-0.2757064426125433,-0.09596915415841295,-0.324815434559759,-0.15406041476220667,1.0,1.0,2423.0,2271.0,1.0,1.0,0.6659158353814548
NSD1,-0.11397610103765501,-0.17155878888388798,0.057582687846232966,0.9139628233950583,0.36073638069210834,-0.21480047787360945,-0.02990547389800252,-0.25406786514272145,-0.07920070835496285,0.989,1.0,2832.0,2208.0,1.0,1.0,0.6659158353814548
TSPAN4,-0.21947839322358947,-0.16286510810965882,-0.056613285113930656,-0.913664501214154,0.3608931624856411,-0.3034674642272303,-0.13924498107643957,-0.24550415806710874,-0.07618559429425847,1.0,0.999,2449.0,2578.0,1.0,1.0,0.6659158353814548
IFNE,-0.23295292555910843,-0.17702368467244478,-0.05592924088666365,-0.9077827254517077,0.36399302688458246,-0.3165543452882517,-0.1445049226605763,-0.26283343156973155,-0.0908338062990186,1.0,1.0,2099.0,2292.0,1.0,1.0,0.667142186515021
KRT19,-0.1425520965854652,-0.19891608809356734,0.056363991508102146,0.9026985336124476,0.3666859149306494,-0.23519470201291304,-0.055942956066920735,-0.2740141870875937,-0.104818214100042,1.0,1.0,2464.0,2345.0,1.0,1.0,0.667142186515021
SLC27A5,-0.13152733506437,-0.07418251161740019,-0.05734482344696981,-0.9011539612971542,0.3675064654526786,-0.21631760851611204,-0.03903407573271722,-0.1602838832781352,0.014471549855959553,0.9975,0.949,2612.0,2526.0,1.0,1.0,0.667142186515021
BCL3,-0.2099528907902834,-0.15395171446820521,-0.05600117632207818,-0.9005595975043429,0.36782252440488095,-0.2919923127119897,-0.11977249735103324,-0.2414145690659084,-0.07197722660672445,1.0,1.0,1846.0,2649.0,1.0,1.0,0.667142186515021
IRS2,-0.35424734060948493,-0.4037086162427119,0.049461275633227,0.8981196689689107,0.36912175399017033,-0.4301614631295841,-0.27553377012659735,-0.472114714497522,-0.32330397794548715,1.0,1.0,1736.0,1916.0,1.0,1.0,0.667142186515021
MBNL1,-0.13347194385785668,-0.18921524613123292,0.05574330227337623,0.8898895765753787,0.37352518137613444,-0.22014053662584177,-0.04334249973668575,-0.26824716354299966,-0.09600715635355478,0.997,1.0,2626.0,2392.0,1.0,1.0,0.6723453264770419
B2M,-0.2369386981420317,-0.1827972815411621,-0.0541414166008696,-0.8806104235570785,0.3785287148768308,-0.32276062724194426,-0.1451632529632469,-0.2662544192417584,-0.09272254033402888,1.0,1.0,2270.0,2294.0,1.0,1.0,0.6785819644743187
UBE2J2,-0.12291470657200723,-0.17744617940133653,0.0545314728293293,0.8674315298158791,0.3857056124432696,-0.21483490792146887,-0.03352770772362662,-0.25977633663846067,-0.09159059798798053,0.998,1.0,2026.0,2439.0,1.0,1.0,0.687561996143426
ZNF608,-0.2409389371238673,-0.18782051377477285,-0.053118423349094446,-0.8656973033366266,0.38665617923711937,-0.3233196554534177,-0.15784931947540493,-0.2695264701907767,-0.10294144461999766,1.0,1.0,1854.0,2587.0,1.0,1.0,0.687561996143426
CDC37L1,-0.12283331059887254,-0.17697190851994332,0.054138597921070786,0.8611051015323883,0.3891801597160822,-0.20737373771175,-0.02755580989401829,-0.26279700458509936,-0.09078115611636678,0.998,1.0,2752.0,2292.0,1.0,1.0,0.6892708852802902
PSD3,-0.14494795900916685,-0.1980735582984072,0.05312559928924035,0.8510382778185561,0.3947480899142589,-0.23430593153503243,-0.056127277497200145,-0.28824367129148337,-0.11350189003505079,1.0,1.0,2585.0,2159.0,1.0,1.0,0.6963356306087527
BCL11B,-0.3549126461764869,-0.30682303175689996,-0.048089614419586924,-0.8396631598159928,0.4010972753603719,-0.43447307073775243,-0.2829811047955442,-0.3922096235440123,-0.23001998069748164,1.0,1.0,1743.0,2092.0,1.0,1.0,0.703681235428559
ELMO1,-0.12812033732190609,-0.0748689864280605,-0.053251350893845584,-0.8365578574023929,0.4028411422918219,-0.22131449829433025,-0.04812568655613442,-0.16183878562531934,0.010859219046159163,0.9975,0.9545,2402.0,2518.0,1.0,1.0,0.703681235428559
SNAI2,-0.45108408142405365,-0.4927188617821048,0.04163478035805113,0.8329065202178935,0.404897452093138,-0.5253088999413187,-0.3807813170145349,-0.5602664740775154,-0.4280070770277058,1.0,1.0,1520.0,2168.0,1.0,1.0,0.703681235428559
TEAD1,-0.17587981198390978,-0.22715206756706877,0.05127225558315898,0.8309272524846396,0.4060147270974471,-0.2600989720849162,-0.08934701398037154,-0.3097118797553549,-0.14669849154396358,1.0,1.0,2123.0,2450.0,1.0,1.0,0.703681235428559
JUN,-0.2911729351764334,-0.24161664969717236,-0.049556285479261025,-0.8293780637815679,0.4068905102818198,-0.3719287280773104,-0.20640913017615903,-0.32232412022761125,-0.15347564634416488,1.0,1.0,2150.0,2460.0,1.0,1.0,0.703681235428559
IGFBPL1,-0.07497156290292772,-0.1270221650499986,0.052050602147070885,0.8176021224839011,0.41358441519512534,-0.16212599996643307,0.012872986024033972,-0.2132868868704621,-0.045908524858087274,0.952,0.9975,2341.0,2712.0,1.0,1.0,0.7060821048657854
WDR47,-0.15506117913373924,-0.10360214585679872,-0.05145903327694051,-0.8136766666331504,0.41583020464239484,-0.2451932417664024,-0.07264858471594188,-0.18572335842041743,-0.016882396039719028,1.0,0.9915,2674.0,2587.0,1.0,1.0,0.7060821048657854
UGCG,-0.15153276244722344,-0.10026243520432629,-0.05127032724289715,-0.8099685808396918,0.4179582337518676,-0.2452642245420918,-0.06643683882175905,-0.18763261199593456,-0.010609844636475019,0.999,0.9875,2388.0,2429.0,1.0,1.0,0.7060821048657854
PHF23,-0.2006690142015745,-0.24993708367331183,0.049268069471737314,0.80698030141877,0.41967783225430866,-0.2855719831608319,-0.10901969604685258,-0.3289994372116531,-0.16753303905427708,1.0,1.0,2477.0,2127.0,1.0,1.0,0.7060821048657854
PDXDC1,-0.20804470294314956,-0.15792387924124782,-0.05012082370190174,-0.80626223247444,0.42009166226730743,-0.3036873660862564,-0.12834061730467927,-0.2372584306812477,-0.06594635649654057,1.0,0.9995,2102.0,2309.0,1.0,1.0,0.7060821048657854
DOCK10,-0.29860400827224653,-0.2508333069926063,-0.047770701279640226,-0.8033775364082524,0.42175655475061014,-0.3825988733415262,-0.21181796652348917,-0.33157871969791053,-0.16602691396211244,1.0,1.0,1993.0,2278.0,1.0,1.0,0.7060821048657854
H3C3,-0.29176296842875155,-0.33826934212876625,0.0465063737000147,0.8027617588406737,0.4221124491368632,-0.3733859781281157,-0.20827268577222013,-0.40795388814674216,-0.2583786662349015,1.0,1.0,1894.0,2105.0,1.0,1.0,0.7060821048657854
EHF,-0.2114040519745075,-0.16159314169113895,-0.049810910283368565,-0.8023535605560106,0.42234846813313975,-0.3030583448443313,-0.13232288213336285,-0.24283084163089774,-0.07829141606891143,1.0,1.0,2287.0,2508.0,1.0,1.0,0.7060821048657854
ZNF862,-0.19226108328938363,-0.14228914868043221,-0.04997193460895141,-0.799310421084748,0.4241104377318945,-0.288698539800057,-0.10666534386113952,-0.22952227694638472,-0.05869604407625428,0.9995,0.998,2447.0,2452.0,1.0,1.0,0.7060821048657854
NUMB,-0.21146318935071906,-0.16186345478493752,-0.04959973456578154,-0.7990012275460722,0.4242897002027962,-0.303122964003679,-0.13237758021340046,-0.2442558300129321,-0.07983225778807462,1.0,0.9995,2287.0,2458.0,1.0,1.0,0.7060821048657854
BCAR1,-0.145391531259641,-0.19499109362822434,0.049599562368583344,0.7941563736485112,0.4271044024623053,-0.2303228737493775,-0.04911683973168929,-0.27904221014968233,-0.1087792731745329,1.0,1.0,2227.0,2380.0,1.0,1.0,0.7080941409243483
PSMB7,-0.032990297779760425,-0.08300263586365786,0.050012338083897434,0.7801764758789602,0.4352870068433401,-0.12848157891085465,0.056493548772912794,-0.16310338666693097,0.014616640595043862,0.7595,0.9605,2539.0,2701.0,1.0,1.0,0.7117503828699974
YAP1,-0.26809593101542517,-0.3138732861165332,0.04577735510110803,0.7775850374804286,0.43681368465326653,-0.35041361015008565,-0.17971543752338226,-0.4008696241573145,-0.24301338639529518,1.0,1.0,2230.0,2434.0,1.0,1.0,0.7117503828699974
KDM4C,-0.10932930575352745,-0.15835147594535268,0.049022170191825226,0.7760649944673126,0.4377106111973039,-0.19418571387486705,-0.014670996882614418,-0.2389922100141002,-0.06611649620420845,0.992,1.0,2476.0,2463.0,1.0,1.0,0.7117503828699974
SAMD4A,-0.14545151194537506,-0.09634054198740391,-0.04911096995797115,-0.7748670055317667,0.4384182504316375,-0.23151268369873534,-0.05360279106960458,-0.18405159287542672,-0.00553809937004246,0.9995,0.98,1969.0,2384.0,1.0,1.0,0.7117503828699974
IRX5,-0.18982724042207005,-0.23726888806285998,0.047441647640789925,0.7728454506853225,0.4396138511944525,-0.2770526932531425,-0.10257015477854514,-0.3147230153095309,-0.15249642518204048,1.0,1.0,2402.0,2583.0,1.0,1.0,0.7117503828699974
AREG,-0.11793774461824999,-0.16657366456453637,0.04863591994628638,0.7717754289889763,0.4402474469392551,-0.20156899898196734,-0.018691165240787733,-0.24948792254528257,-0.0818840085080112,0.994,1.0,2333.0,2516.0,1.0,1.0,0.7117503828699974
BTG3,-0.16197845367946018,-0.20986488918515364,0.047886435505693464,0.7711679647155651,0.4406073798719031,-0.24484945792642293,-0.07515432804510253,-0.29815321548988427,-0.13197924089010232,1.0,1.0,1839.0,1937.0,1.0,1.0,0.7117503828699974
DSEL,-0.1156737568527848,-0.16377021661636393,0.048096459763579125,0.7626546764120715,0.4456693673551465,-0.20359459204743446,-0.02370589734263856,-0.246871848863502,-0.07732349173444669,0.9945,1.0,2281.0,2165.0,1.0,1.0,0.717299967166495
RPL4,-0.16146188988864332,-0.11429557728824943,-0.04716631260039389,-0.7475089705325387,0.45475638997742684,-0.2531208351629677,-0.07444502787617124,-0.20592030567412212,-0.030106971170596297,1.0,0.9955,2279.0,2625.0,1.0,1.0,0.7284525087821264
CDC25B,-0.22766953162843162,-0.18172126431360724,-0.045948267314824376,-0.7456113073028792,0.455902250394256,-0.31548926228365937,-0.14980337759463364,-0.259407183691116,-0.08990076769520444,1.0,1.0,2213.0,2632.0,1.0,1.0,0.7284525087821264
TGIF1,-0.27370885063720685,-0.3161929164960848,0.04248406585887793,0.723456824984448,0.469399270408255,-0.3512027749790994,-0.183643485955927,-0.3907329643058733,-0.23675063167462357,1.0,1.0,2610.0,2158.0,1.0,1.0,0.7473107518052002
RIC3,-0.13910650710479466,-0.1830227850326459,0.043916277927851244,0.7009391258061464,0.4833410058125275,-0.2217449005222225,-0.044842072275455946,-0.2648318070048709,-0.09430102193023027,0.999,1.0,2314.0,2695.0,1.0,1.0,0.7619279780542603
YAE1,-0.14329738765657532,-0.09887592148883984,-0.044421466167735485,-0.700881859045282,0.4833767465539306,-0.23847419451514718,-0.05736553935045907,-0.19622209105744948,-0.01679916054303021,0.999,0.985,2900.0,2440.0,1.0,1.0,0.7619279780542603
ESRP1,-0.2011892863862491,-0.15759662985791925,-0.04359265652832986,-0.7002618443289985,0.4837637955900065,-0.2850120769886155,-0.11322704112986126,-0.23930763837004432,-0.06963213272137736,1.0,0.9995,2328.0,2287.0,1.0,1.0,0.7619279780542603
NBEA,-0.12813136931377264,-0.17174940439390662,0.04361803508013398,0.6937111698620738,0.48786335968113537,-0.2213267766640139,-0.04813738335731005,-0.24997606398171485,-0.07719887345863846,0.9975,1.0,2402.0,2466.0,1.0,1.0,0.7656503260476182
PBX2,-0.14379571308124056,-0.18660932306279857,0.042813609981558004,0.6842826660835873,0.4937966904898907,-0.22875566179576273,-0.049817945194293556,-0.274664724920695,-0.10099047632383629,0.9985,1.0,2015.0,2050.0,1.0,1.0,0.7702386672942131
UQCRC2,-0.08726472691259018,-0.13069095279907514,0.043426225886484954,0.6832403144247909,0.49445500209636606,-0.1687466143979086,0.012405145231924708,-0.21061291775648355,-0.042566919227805755,0.9605,0.999,2460.0,2639.0,1.0,1.0,0.7702386672942131
HMBS,-0.17964166440780824,-0.13706236808790126,-0.04257929631990698,-0.678987907918973,0.4971455237189827,-0.26142687251825625,-0.08608210310374925,-0.21930806485429244,-0.04668085591447513,1.0,0.9995,2411.0,2182.0,1.0,1.0,0.7702386672942131
ZNFX1,-0.20198853271702705,-0.15994048462554777,-0.04204804809147927,-0.6758366924643678,0.49914433560742266,-0.28732918730692325,-0.11402623958169128,-0.24586219920078284,-0.0762699633155513,1.0,0.9995,2062.0,2489.0,1.0,1.0,0.7702386672942131
REPIN1,-0.17638169498756567,-0.2181252617730502,0.04174356678548452,0.6752454086173065,0.49951986132912685,-0.2590368078567566,-0.08995243984896728,-0.298764646726081,-0.1383112684344882,1.0,1.0,2524.0,2315.0,1.0,1.0,0.7702386672942131
JAM3,-0.21816305187345242,-0.1768021864369348,-0.041360865436517624,-0.6691156947148332,0.5034216790206153,-0.30312149470728644,-0.13297611329010856,-0.25917671489787764,-0.09247766528672696,1.0,1.0,2480.0,2311.0,1.0,1.0,0.770565277869191
DLG5,-0.024746579847388095,-0.0675639554331702,0.04281737558578211,0.6670734377929596,0.5047252258856596,-0.11942061490370032,0.05926739954711713,-0.1523566921449384,0.012480961635639165,0.708,0.9465,2637.0,2369.0,1.0,1.0,0.770565277869191
BAMBI,-0.24350838014536014,-0.28336945001138414,0.039861069866024,0.6659268764741427,0.5054578406265933,-0.33121848390134256,-0.164855199005372,-0.36429377151731496,-0.1986400525889635,1.0,1.0,2556.0,2418.0,1.0,1.0,0.770565277869191
IKZF1,0.03778336501363344,-0.004913208493336818,0.04269657350697026,0.6639521593895784,0.5067209310250916,-0.04787437168362102,0.13515919587897263,-0.0861029577889138,0.09134234242554018,0.209,0.5395,2398.0,2623.0,1.0,1.0,0.770565277869191
DCDC2B,-0.08350558313585779,-0.12539438810247067,0.041888804966612875,0.6583994879267364,0.5102814643570524,-0.17548834643222616,0.0057090671031194695,-0.21498786368531064,-0.03887071931689845,0.962,0.9965,2813.0,2344.0,1.0,1.0,0.7733131470153268
CTTN,-0.25370094862355347,-0.29257318099170426,0.038872232368150794,0.6530558642202222,0.5137202644355172,-0.3315252754906118,-0.1672350595651842,-0.3764075575349928,-0.21128745269467902,1.0,1.0,2223.0,2314.0,1.0,1.0,0.7758583445755586
SLC39A7,-0.10539483222417212,-0.06397004512808091,-0.04142478709609121,-0.6486502896681182,0.516564442157184,-0.1917162490792363,-0.009917866050353885,-0.1431536322594788,0.033296630363603974,0.9885,0.9185,2364.0,2019.0,1.0,1.0,0.7774911910966489
MAPKAPK5,-0.13844001797394528,-0.17845295601622155,0.040012938042276264,0.6380704928445299,0.5234277933865134,-0.22131516017738523,-0.042339636211570164,-0.2677956060960219,-0.10127846096919457,0.999,1.0,2634.0,2565.0,1.0,1.0,0.7801023094499151
PRKCA,-0.18620465790605312,-0.14633089688062592,-0.039873761025427196,-0.6375123778950005,0.5237911499519381,-0.2740088666027756,-0.09951937404093686,-0.22925901009531313,-0.05471234780238715,1.0,0.999,2749.0,2071.0,1.0,1.0,0.7801023094499151
DYRK1A,-0.18596907711824653,-0.22519026124712285,0.03922118412887632,0.6366536075356363,0.5243504985062419,-0.2756394341861315,-0.10266378832779344,-0.3086721235371701,-0.14542197547315355,1.0,1.0,2503.0,2173.0,1.0,1.0,0.7801023094499151
SEMA3A,-0.10122671213932874,-0.14112952504916446,0.039902812909835716,0.6295792139668951,0.5289699266929935,-0.1931163515713057,-0.010960440755979128,-0.22897189493211378,-0.055401855339922035,0.983,0.998,2573.0,2614.0,1.0,1.0,0.7801023094499151
TMEM115,-0.13361064946162649,-0.09365079441796231,-0.03995985504366417,-0.6293467427177281,0.5291220761615323,-0.2226792482112223,-0.048717187518020344,-0.1753166890397584,-0.0006421731634818073,0.998,0.979,2182.0,2389.0,1.0,1.0,0.7801023094499151
SRC,-0.2812105800448823,-0.24361587661013845,-0.03759470343474386,-0.6276876332343374,0.5302085882566266,-0.3693184008374437,-0.20416673875133556,-0.32119289119229105,-0.1546478939834292,1.0,1.0,1969.0,2304.0,1.0,1.0,0.7801023094499151
EVA1A,-0.27401448377441395,-0.31083939316081843,0.03682490938640448,0.6260348619710164,0.5312920752080741,-0.3538179354387172,-0.18688122837057253,-0.39542632114358073,-0.23465634572514876,1.0,1.0,2182.0,2439.0,1.0,1.0,0.7801023094499151
RXRA,-0.2822191438582218,-0.3187483412540485,0.03652919739582672,0.6242692381351885,0.5324507826404182,-0.36795872069209784,-0.19997287527814867,-0.3916388335562449,-0.2366964080807541,1.0,1.0,1937.0,2444.0,1.0,1.0,0.7801023094499151
ARL4C,-0.26749571888748985,-0.3041870886882329,0.03669136980074306,0.6211752938171956,0.5344842932182094,-0.3508322798174248,-0.18533916926449662,-0.3810191305662349,-0.2238289867728811,1.0,1.0,2226.0,2312.0,1.0,1.0,0.7804886533418225
IRS1,-0.28238172979990095,-0.3185179132360444,0.03613618343614344,0.6175366829454314,0.5368807932846078,-0.35633870774858534,-0.19121086711835605,-0.40388830715484336,-0.24380967157301342,1.0,1.0,2397.0,2206.0,1.0,1.0,0.7807100235317211
SACS,-0.26584409870033854,-0.22871638140668482,-0.03712771729365372,-0.6147920581427165,0.5386920547932481,-0.3500996054607519,-0.1845378982204608,-0.3064952203745514,-0.14192804971036077,1.0,1.0,2373.0,2132.0,1.0,1.0,0.7807100235317211
RAPH1,-0.13489098371180322,-0.09611439911152098,-0.03877658460028224,-0.610971462223955,0.5412184732037768,-0.23217527196671744,-0.05276041269929538,-0.18668299126176402,-0.01533560453572308,0.997,0.9845,2326.0,2442.0,1.0,1.0,0.7807100235317211
MTPN,-0.12498026549318397,-0.1634164353956002,0.03843616990241622,0.6102183750071569,0.5417171591852759,-0.2170936844118247,-0.04380515022204312,-0.24856229751914638,-0.08022695371536837,0.9985,1.0,2254.0,2246.0,1.0,1.0,0.7807100235317211
IGFBP5,-0.16852102976807223,-0.1307704681939863,-0.037750561574085933,-0.6003125961696687,0.5482979255702097,-0.25064351926799766,-0.07845501744702754,-0.2252389386484674,-0.04922463018568385,1.0,0.999,2405.0,2543.0,1.0,1.0,0.7876201471546009
VDAC1,-0.21305396566257032,-0.1768825414403805,-0.03617142422218983,-0.5845391586328368,0.5588576276491264,-0.2984538585295564,-0.1262185187919425,-0.25926220604668493,-0.09256073582837643,1.0,1.0,2052.0,2311.0,1.0,1.0,0.8001825123157946
ARHGAP45,-0.011124761220542317,0.02610163810966526,-0.03722639933020758,-0.5787432296542685,0.5627624420464952,-0.09807509819542659,0.07890077330942158,-0.06062503531362795,0.11535676176939691,0.594,0.2795,2575.0,2779.0,1.0,1.0,0.8031658153479105
CTTNBP2NL,-0.08349981444574694,-0.1200703754817036,0.036570561035956656,0.574467944073702,0.565651186724262,-0.169807117403995,0.007596452221805938,-0.2126612351794781,-0.03839161226769883,0.963,0.996,2138.0,2507.0,1.0,1.0,0.8046844301464501
SINHCAF,-0.2728060572869726,-0.23859533051508783,-0.034210726771884775,-0.5690454152046652,0.5693253199944102,-0.34957998608930896,-0.18036963219868563,-0.3223300419314865,-0.1593834175567932,1.0,1.0,2228.0,2467.0,1.0,1.0,0.8050355983361961
HCFC1R1,-0.1711932695609445,-0.20612794407849233,0.03493467451754784,0.5631306941686407,0.5733458918621541,-0.25479198125248836,-0.07973185721966813,-0.2898868415762071,-0.1254131101822154,1.0,1.0,2180.0,2197.0,1.0,1.0,0.8050355983361961
BCAR3,-0.2517656183488848,-0.28528022068463066,0.03351460233574588,0.5615039695695976,0.5744540249825039,-0.34334367471448957,-0.17188488296539445,-0.3648770237268156,-0.20152522884684038,1.0,1.0,2201.0,1955.0,1.0,1.0,0.8050355983361961
RBM15,-0.13722506724552977,-0.10191309815559768,-0.03531196908993209,-0.5569094175968875,0.5775893198541155,-0.22926925139495302,-0.04759711648367504,-0.1905335141523936,-0.017485396451588142,0.999,0.991,2688.0,2597.0,1.0,1.0,0.8050355983361961
PTMA,-0.2496327790168274,-0.21576790472620952,-0.03386487429061788,-0.5565974969852566,0.5778024643124526,-0.3328183006278928,-0.16337141304689817,-0.2952397768540853,-0.13317062048599526,1.0,1.0,2412.0,2258.0,1.0,1.0,0.8050355983361961
PSMB5,-0.06657329973767465,-0.03089533777290515,-0.035677961964769495,-0.5559550957610577,0.5782415523986262,-0.15648896341579238,0.0281865607760714,-0.12279749372124438,0.04904916400911086,0.9185,0.7525,2519.0,2504.0,1.0,1.0,0.8050355983361961
THYN1,-0.22449625999737619,-0.19043593193773445,-0.03406032805964174,-0.5533095551382602,0.5800514592414545,-0.31338042695713986,-0.14101977010738342,-0.27120554989324797,-0.10129191806527027,1.0,1.0,2298.0,2634.0,1.0,1.0,0.8050355983361961
GSTO2,-0.23258991866754739,-0.19873512473981358,-0.0338547939277338,-0.55197135815045,0.580967976881049,-0.31304621286514994,-0.13812017509697605,-0.2780059840823799,-0.10664935281139587,1.0,1.0,2262.0,2122.0,1.0,1.0,0.8050355983361961
ACTG1,-0.2503707292863886,-0.21711859944935918,-0.03325212983702941,-0.5468058537365642,0.5845121210398565,-0.3299515149441492,-0.16359323903247902,-0.2978308957190059,-0.1256021298189846,1.0,1.0,2351.0,2861.0,1.0,1.0,0.8050355983361961
