gene,E1_edd_rho,E2_delta_rho,E3_evasion_rho,E4_prism_rho,E6_min_cox_p,E6_mean_hr,composite_score
ITGAV,-0.6808911576925998,0.0103478556061336,0.474897795292839,-0.4364194500832763,0.0003087895958705,1.0299144983558668,0.4536144578313253
CCND2,-0.7323029571686276,0.179556285070339,0.0865562947876636,-0.161605683586014,9.91150116653778e-05,0.943266615923115,0.4536144578313253
ZEB2,-0.6052255372294114,0.1259614538757075,0.1598186359175234,-0.2664116059944777,0.0035223674689724,1.0575369772361645,0.4496987951807229
PARD6B,-0.6851873545442143,0.0540014494992474,0.1385960375492933,-0.315160102132765,0.0001283048035363,0.9954510270990731,0.4490963855421686
SOX2,-0.6564231391520094,0.2958790880847712,0.0738860749278937,-0.1685087782350857,6.436590849251586e-06,1.0922628476308271,0.4475903614457831
CFLAR,-0.5561185706045861,0.090351557862302,0.2552255031524177,-0.237658881065136,0.0001550383132858,1.0151742711019294,0.4412650602409638
PXN,-0.3611903975574227,0.2208100314165959,0.1959459681811525,-0.3604457517464942,0.0009317695555313,1.0639893674730705,0.43855421686746987
CMIP,-0.8053754205775727,0.1359589598066519,0.1477571087052742,-0.1545114573509058,0.0263392067580974,1.039658233537722,0.43734939759036146
CCND1,-0.78316255045912,0.0251501583671798,0.1639918219064824,-0.3173837691410301,0.0004383943961363,0.9903130813689869,0.43644578313253013
TRPS1,-0.7083433815190138,0.2019131551515287,0.0822665085837574,0.1500387467894273,0.00082214520291,1.0302131422583647,0.4307228915662651
LPAR1,-0.6885935833850634,0.0665300386971215,0.2058583188722478,-0.2590755153834613,0.0109683437272429,1.011461206915024,0.42951807228915656
MAFF,-0.58092343802655,0.1775154050035124,0.0812314592334028,-0.2776825119759281,0.0011967880060567,1.0815940110030433,0.42861445783132524
AP1M1,-0.604009337453364,0.077187393764253,0.1813951126741348,-0.2972405143773821,0.017159571128779,1.0741274882760645,0.42500000000000004
MYB,-0.6476738245189095,0.0743323698437504,0.0948041481239625,-0.3718824192830302,0.0058575380984571,0.9825670239371279,0.42469879518072284
ZNF217,-0.7557425100502437,0.2290055569357885,0.1493679694246497,,0.0168902265810059,0.9910059867993704,0.4225903614457831
BCL2L1,-0.6787499685732272,0.0694585854257647,0.1244355097347542,-0.2434350302072629,0.0002913742291343,1.0505777918103762,0.4225903614457831
JUN,-0.5414768435611175,0.049556285479261,0.3876255703564928,-0.3324849881219518,0.0014207423429326,1.0593556527407755,0.4207831325301205
KLHL9,-0.5650245001638667,0.1145081393481924,0.125747926127598,-0.1648216342969796,1.8110949857394434e-09,0.9311743716880923,0.4198795180722892
TRIO,-0.462793433196715,0.1053161288065149,0.3095365758929954,-0.314325791823528,0.006177261710255,1.0998790138912105,0.41114457831325296
SMARCA4,-0.4603144153172995,0.1043290659562873,0.1749863663864017,-0.297835843907586,0.0001290823577623,1.024428989618364,0.4081325301204819
NFIB,-0.6396203296922978,0.1255506016274927,0.0334279375796188,-0.193548947558025,1.265873111804891e-06,0.9916517200460317,0.40572289156626506
CDK6,-0.6020057348286004,0.0964319114942731,0.1388013286862319,-0.1659791976808038,0.0003888196569985,1.025690141669575,0.4045180722891566
ERBB2,-0.7166401063111142,0.0128636778496245,0.0783287318024434,-0.391922587360112,2.43269199834822e-05,1.0004474365887246,0.3978915662650603
ARL4C,-0.703177996573886,0.036691369800743,0.1204403047319209,-0.2488372057457468,0.0001553912422544,1.1213449445909827,0.39728915662650605
SOX9,-0.5328524391966454,0.279072763741251,0.1308048557197757,-0.2277067558000589,0.065524205505098,1.0427848107395306,0.39728915662650605
HNF1B,-0.95839153304754,0.0388374142401052,0.0742513996139307,-0.2385835658038303,8.32354309315427e-06,0.9947928057693215,0.39728915662650605
BCL6,-0.6436338761149006,0.1103035466964597,0.1071008609833557,0.1500544576798674,0.0004490438044858,1.007506858349187,0.39397590361445783
CCNE2,-0.6557734035693535,0.1606480329835419,0.1049679596666809,0.1507218147728975,0.0267177286345883,1.0553204169595947,0.38915662650602406
ZBTB7B,-0.6011834586916774,0.0851145859318072,0.1061625149633514,-0.2360987330307764,0.0022113733239417,0.9845268959733555,0.388855421686747
FGFR1,-0.5938559729552133,0.0112567425519584,0.2472214738410248,-0.2676717457505918,4.96510754385232e-05,1.0740778492702556,0.38825301204819274
PAX8,-0.7191764860635284,0.1292610263048689,0.036721037415157,-0.2167689707220002,0.0236222732939948,1.0119624595523424,0.38734939759036147
TP63,-0.8795240342991915,0.0396321712133487,0.1306424166596856,-0.2136192784552345,0.0047789992705884,0.9494020671962959,0.3870481927710844
NEDD9,-0.6173126674270578,0.0791327796881216,0.0817384944498691,-0.1792580918554744,1.6733112292076843e-06,0.9573184941490428,0.38644578313253014
TNS3,-0.5661656882998967,0.020777268916723,0.1787363881164824,-0.296398223212232,9.711344933783252e-05,0.996112192988473,0.3822289156626506
TEAD3,-0.561652142851565,0.2738237780121747,0.1597921931814548,,0.0048468653348551,1.0576544440934788,0.3813253012048192
CCND3,-0.674718557914593,0.0845229942920787,0.124740151158376,-0.1598393582957179,0.0165918456388587,1.0131728235580386,0.3810240963855422
SMAD7,-0.5447003263959482,0.1679296886667411,0.0371688469836752,-0.2401513310312381,0.0003422152205236,0.9964862270487375,0.37861445783132525
PPM1D,-0.6223171964212143,0.0546207115715584,0.0584196229174624,-0.2777533131395126,5.683333881892308e-06,0.9696908983268913,0.3780120481927711
SNAI2,-0.6360886578807234,0.0416347803580511,0.1143084068263144,-0.2540745955479558,0.0004068109698975,1.0971434195839938,0.3759036144578313
TIPARP,-0.5899055756030344,0.051787457346839,0.2446899015539708,-0.1809780002646339,0.002859248690767,1.0028518391729917,0.3756024096385542
RBM47,-0.3615677905825952,0.0754825835614771,0.0968767775295441,-0.4098875141406736,1.4157034037823027e-11,0.938207593520264,0.3756024096385542
PIK3CD,-0.5582655791400644,0.1033872254398593,0.0768761250905777,-0.3123637529992276,0.0206256142256111,1.022785865251743,0.37530120481927715
IGF1R,-0.4416116934472768,0.1144452741761612,0.137541547377764,-0.1892884219836515,2.0913167383113522e-08,1.0293702433893597,0.3753012048192771
KLF5,-0.5670360354629245,0.0007972855166545,0.1690201804666212,-0.4720827308045306,0.0009948726048752,0.9713408769623054,0.375
ELMO2,-0.6521017407304487,0.1115227260033987,0.4108809954186909,,,,0.3713855421686747
ASCL5,-0.7278322908914009,0.2152734337352397,0.1001225183085319,,,,0.36475903614457833
IRS2,-0.7496581453245196,0.049461275633227,0.124773461673038,-0.1551946621726098,0.0093508441429409,1.0493794221199064,0.36445783132530124
YAP1,-0.5336096473527561,0.045777355101108,0.1325494771581618,-0.3078183806939005,0.0010903142217813,1.0197901347622587,0.36325301204819277
LIN28B,-0.6941506676609638,0.2658685974204251,0.1026364024887399,,,,0.3626506024096386
RAPGEF2,-0.5479318053562897,0.0284118115345287,0.3098795445289237,-0.1500362516037287,3.6986541462388804e-09,0.9756953091284487,0.3608433734939759
CCNE1,-0.6618725246370626,0.0177431251501416,0.0870308332496919,-0.2319638201591967,4.688932092015521e-11,1.0987645281791374,0.3602409638554217
ILK,-0.3541432862543108,0.0669151236654027,0.3165557049456376,-0.2989876229083258,0.0014821392045169,1.0673771342320468,0.35753012048192767
HIC2,-0.7214238009521898,0.2338241369759672,0.0827663183248286,,,,0.3569277108433735
VCL,-0.3652173798883141,0.0229057617376037,0.3954666151201729,-0.398618877083938,0.0002234199786044,1.0882378961685408,0.3539156626506024
MTAP,-0.6593188532891818,0.0580046165329399,0.0628742358076103,0.1540096528034757,1.3867042369401865e-07,0.9559124981515115,0.3536144578313253
DUSP4,-0.5221330404178061,0.1216047665905983,0.090435766990294,-0.2181493535774251,0.0109335032949697,0.9535984019450284,0.34789156626506024
DOCK10,-0.480156720856279,0.0477707012796402,0.1420716611203393,-0.2407504259178659,3.8010748424449575e-05,0.9967810899656119,0.34246987951807223
EZR,-0.560899451979259,0.0148081834185798,0.1286616169655307,-0.2324768770794368,1.3224402627141756e-07,1.068793203594557,0.34126506024096387
PIM2,-0.582812650019065,0.003139257336045,0.0556535803768679,-0.333734715074051,1.3243724275926142e-07,0.9595466339114356,0.3391566265060241
BCAR3,-0.3134449462804609,0.0335146023357458,0.1864571394457373,-0.3188435549085076,5.5373327948243965e-06,1.0210423107719588,0.3391566265060241
H2BC14,-0.4650145034947966,0.1203735129667627,0.1085647619717363,-0.2197020797730438,0.0061262314749297,1.0008007448535534,0.33765060240963857
ZFP36L1,-0.5346347587885409,0.0203274719182716,0.3073222538418246,-0.2874917150372866,0.046394463463909,1.0389241301893344,0.33493975903614465
CD44,-0.5452012083108316,0.0032479058276406,0.1444274701414383,-0.3504932439895247,0.003483692501108,1.0418178284156843,0.3337349397590361
PTP4A1,-0.4617918689143792,0.0774468402010757,0.227100277579872,0.1524306123286713,0.001538259355596,1.024577392756686,0.3262048192771084
CDKN2A,-0.5766179566583896,0.081470149098295,0.0826205747629597,0.2354566168900722,0.0044967361481145,1.0960016253390683,0.32560240963855425
ARF4,-0.4320115695610332,0.0263722026567137,0.2274893354487045,-0.3410066969341743,0.0097607224130102,1.0501309747200693,0.325
FADD,-0.5185150256480872,0.0098333844692422,0.1053560428117286,-0.3383102895917239,0.0001205818818096,1.0625830144540638,0.3243975903614458
LASP1,-0.5259853478796749,0.1480571855202858,0.2392614144089858,,,,0.3237951807228916
PHLDB2,-0.4246633394791678,0.0331000528672572,0.151106465305306,-0.2671924279278238,1.9263923109889785e-06,1.0365078523727027,0.32138554216867465
ATP5F1B,-0.4669610123105695,0.0293450363018735,0.2088046227160791,-0.2118517637161759,5.8352941214885374e-05,1.0214150859844762,0.31987951807228915
FDFT1,-0.4755771310361053,0.018059591425865,0.3015949825583462,-0.1983049729152053,7.368145233771828e-05,0.9440889178810286,0.31777108433734946
RELA,-0.4864704342749151,0.1547257461271924,0.3049887919284142,,,,0.31746987951807226
GPX8,-0.5536005025755486,0.0974131646616507,0.2866562048698416,,,,0.3168674698795181
ZNFX1,-0.4373900925023171,0.0420480480914792,0.1703323464717038,-0.2742614074152193,0.0051857650509624,1.0240522841524284,0.31084337349397595
RAC1,-0.4723492779362262,0.0027179838107878,0.3057200672698913,-0.2784940864414645,0.0021157261305795,1.1005059946853342,0.3102409638554217
BAMBI,-0.5498173654263215,0.039861069866024,0.0764933984551361,-0.2510217749103968,0.001383827641916,0.9984149606185211,0.31024096385542166
JUNB,-0.4676506691233673,0.030454083044633,0.1839237607898346,-0.2698920246456783,0.0077432639650703,1.0207348225702713,0.3090361445783133
HMGA2,-0.5538952025573576,0.0901970629562147,0.2039205948154424,,,,0.30722891566265065
TGIF1,-0.4893972065072374,0.0424840658588779,0.1103616160855965,-0.2287016556355993,0.0003935163329792,1.0119975743995258,0.305421686746988
CDH1,-0.4932440117579103,0.1864144111901312,0.155720423178209,,,,0.30361445783132535
NCKAP1,-0.5216031927051586,0.0314341061912923,0.3118823515188057,,3.913790665485253e-05,1.0346871566277698,0.3033132530120482
H2BC8,-0.5353440597141063,0.0565965110933741,0.0896921779364171,-0.1878063663708873,0.0021527942562371,1.0484292691012842,0.3033132530120482
TFAP2A,-0.5559135294162793,0.0235776863736216,0.0638401244813485,-0.2802898461384442,0.0006067197093131,1.1177864137009204,0.30301204819277106
B2M,-0.6356279811258705,0.0541414166008696,0.2116308745708264,,,,0.3018072289156627
ARHGAP29,-0.693399598811988,0.067506273341397,0.1238850858962369,,,,0.30030120481927713
ACTB,-0.3925687410099182,0.0718327118414151,0.1051053420658092,-0.1859103903812986,7.362530258900927e-06,1.1312029117992795,0.29969879518072295
ELK3,-0.5316648438820927,0.1116215332800122,0.1741456089963321,,,,0.29518072289156627
FAM83H,-0.3335952271216477,0.1204976483132626,0.0347453080731667,-0.4369564230492929,,,0.29307228915662653
ZNF596,-0.7354066984677469,0.0643284063054872,0.0963001434578793,,,,0.29186746987951806
COPG1,-0.5933184256883615,0.0670634287767399,0.1697565351026829,,,,0.29036144578313255
IRF2BP2,-0.5468347521222163,0.0796821113325295,0.1793120206371024,,,,0.28795180722891567
KRAS,-0.5427057663966594,0.1268066126867932,0.1196428018276017,,,,0.2867469879518072
DOCK5,-0.4787437535179004,0.0065594711385986,0.1351714662542756,-0.3253108240931531,0.0234008090095849,1.0197299778284843,0.28433734939759037
CTNNB1,-0.5312675931391614,0.0729526293525224,0.2964600124664489,,,,0.2828313253012048
TSPAN4,-0.5882976680911488,0.0566132851139306,0.1601941281351498,,,,0.27710843373493976
MSN,-0.4678094558432597,0.1137089283408412,0.17780254907618,,,,0.2753012048192771
GLIPR1L2,-0.6010091892171695,0.0829055451160057,0.0937022541837827,,,,0.27409638554216864
NAV2,-0.413266449205504,0.0680225018595096,0.0470284284540938,-0.3055690671529157,0.0191214794253037,1.0553878305094777,0.2686746987951807
GAB2,-0.572171694370373,0.1189292864330895,0.0675606272828657,,,,0.2686746987951807
H2BC10,-0.5208720405898775,0.0314815460267566,0.0944958224232828,-0.16714431146851,0.0009914053172206,0.9470420154888572,0.2680722891566265
LDB1,-0.4467587394016855,0.1910557316976108,0.1241140207917704,,,,0.26746987951807233
DYRK1A,-0.4037388026703972,0.0392211841288763,0.1102917400153766,-0.2364656890175524,0.0022093033595659,0.9886186857285676,0.2620481927710844
FERMT1,-0.5797489054316687,0.0548408752475376,0.1220067931630405,,,,0.2521084337349398
SOCS3,-0.4222345416815892,0.0869762090459145,0.2030668977435699,,,,0.24969879518072288
DNAJC15,-0.3545722608469833,0.0868172955617854,0.0783957373558294,-0.170279844322312,0.0197384690383104,1.005265852861441,0.2478915662650602
ELMO3,-0.9468282911229928,0.0218407699432333,0.0790589966504556,,,,0.24518072289156626
TWIST1,-0.4612072593711797,0.0789716158059586,0.1691789978465937,,,,0.24096385542168672
CITED2,-0.4897295679702812,0.0160847579612382,0.0496125285164832,-0.1997461226012444,9.573981244222328e-05,1.0324940001862566,0.23975903614457833
DUSP10,-0.5127825586375072,0.0802825699992918,0.0986575889418463,,,,0.23493975903614459
H4C13,-0.4647119191250077,0.1706297366369845,0.0580886460668124,,,,0.23102409638554217
CRK,-0.2886437859354773,0.0217518698518777,0.2466620360431036,,5.7989378378316445e-06,1.010656503961406,0.23042168674698799
YPEL5,-0.4686896105235688,0.097518636539341,0.0946211146705122,,,,0.2283132530120482
RHD,-0.4589641512743447,0.0715896311516611,0.0397724325793394,-0.1500615319818175,0.0144068160998443,1.056462424680986,0.2259036144578313
BTBD3,-0.5515696074291804,0.0197817513090651,0.1910298548773998,,,,0.22439759036144577
RPL17,-0.5111497680725263,0.1071532703684523,0.0603036119722264,,,,0.22289156626506024
RXRA,-0.627110302367002,0.0365291973958267,0.0800174005186174,,,,0.22289156626506024
TUBB,-0.4619261052332412,0.0640730293816589,0.1645916973278403,,,,0.22198795180722888
H3C3,-0.5124564713795333,0.0465063737000147,0.1550702198168463,,,,0.2216867469879518
TNFAIP3,-0.6307112164808937,0.0160403961164852,0.1232154506561196,,,,0.22108433734939759
PSIP1,-0.5381294473070027,0.0859290532027008,0.0442009425453804,,,,0.22018072289156626
IRS1,-0.4595109329956832,0.0361361834361434,0.0552686807333557,-0.2173041885358052,0.023396589283699,1.0285777420869107,0.21174698795180724
CEBPB,-0.4226391104893365,0.1315005588683971,0.0698025903543909,,,,0.211144578313253
KLF6,-0.4020455123845238,0.1344227017387111,0.0679767806844299,,,,0.2069277108433735
PKN2,-0.4094762843586463,0.003414803890057,0.339783006096799,,0.0058787708869969,0.963565796476923,0.20542168674698796
EVA1A,-0.430307448899444,0.0368249093864044,0.2119062563960659,,,,0.20120481927710845
ACTG1,-0.3900637883067832,0.0332521298370294,0.0359457027701256,-0.1910372052904768,0.0010952374268954,1.0668951863512055,0.20120481927710843
PTMA,-0.4478799240575718,0.0338648742906178,0.2026636840238086,,,,0.19849397590361448
TEAD1,-0.3281033202016675,0.0512722555831589,0.2377653117660285,,,,0.19759036144578315
DENND4A,-0.4315401009424263,0.0723211430090285,0.0974067947655222,,,,0.19096385542168673
ACSL4,-0.5295370898898738,0.0192002997758214,0.1339914066204956,,,,0.18825301204819278
SQSTM1,-0.4952542512912687,0.0681970349276883,0.0575421747779543,,,,0.18795180722891566
BET1L,-0.4903412350080252,0.0783890763620794,0.0330827422810997,,,,0.18795180722891566
UBE2H,-0.3150221467066787,0.066112241575466,0.1146841852013822,,,,0.1680722891566265
RAPGEFL1,-0.5119312874404246,0.0293917019521866,0.0834956799884163,,,,0.1650602409638554
ZNF608,-0.4857581117919337,0.0531184233490944,0.0517391075421873,,,,0.163855421686747
SINHCAF,-0.3829679431367089,0.0342107267718847,0.1306528703487164,,,,0.1578313253012048
IFNE,-0.394285540564444,0.0559292408866636,0.0757681503047684,,,,0.15180722891566265
YBX1,-0.2765959808831019,0.0782511043888974,0.0698351675906094,,,,0.1503012048192771
ERBB3,-0.3345454737111448,0.0594244226116254,0.0791711882523213,,,,0.14909638554216867
PPARG,-0.4856077970718687,0.0294636420013081,0.0699104091128554,,,,0.14548192771084337
RNF217,-0.4957548191920427,0.012485529824647,0.0711884329582119,,,,0.13433734939759034
KCNK5,-0.3934239398845252,0.004950855985067,0.1363963274124735,,,,0.1325301204819277
AXL,-0.2873758666941975,0.0042015395774543,0.1636390255509264,,,,0.12409638554216867
PHF23,-0.2973599593871993,0.0492680694717373,0.0715389937087571,,,,0.12409638554216867
SKA2,-0.3108621233803811,0.0300274809583857,0.0854145265965099,,,,0.1147590361445783
SNAI1,-0.3747463584262642,0.0027171895507405,0.1215826541803774,,,,0.11325301204819277
MFSD14B,-0.3242191481169976,0.0216582606837284,0.0462052339769896,,,,0.08343373493975903
