query,hallmark,query_size,hallmark_size_in_background,overlap,expected_overlap,enrichment,pvalue,overlap_genes,fdr
top30_by_delta,MTORC1_SIGNALING,30,199,0,0.3110509039754077,0.0,1.0,,1.0
top30_by_delta,MYC_TARGETS_V2,30,57,0,0.08909498254571979,0.0,1.0,,1.0
top30_by_delta,MYOGENESIS,30,199,0,0.3110509039754077,0.0,1.0,,1.0
top30_by_delta,OXIDATIVE_PHOSPHORYLATION,30,200,0,0.31261397384463085,0.0,1.0,,1.0
top30_by_delta,PANCREAS_BETA_CELLS,30,40,0,0.06252279476892617,0.0,1.0,,1.0
top30_by_delta,PEROXISOME,30,104,0,0.16255926639920804,0.0,1.0,,1.0
top30_by_delta,PI3K_AKT_MTOR_SIGNALING,30,105,0,0.1641223362684312,0.0,1.0,,1.0
top30_by_delta,PROTEIN_SECRETION,30,96,0,0.15005470744542282,0.0,1.0,,1.0
top30_by_delta,REACTIVE_OXYGEN_SPECIES_PATHWAY,30,49,0,0.07659042359193456,0.0,1.0,,1.0
top30_by_delta,SPERMATOGENESIS,30,134,0,0.20945136247590268,0.0,1.0,,1.0
top30_by_delta,UNFOLDED_PROTEIN_RESPONSE,30,112,0,0.17506382535299328,0.0,1.0,,1.0
top30_by_delta,UV_RESPONSE_UP,30,158,0,0.24696503933725839,0.0,1.0,,1.0
top30_by_delta,WNT_BETA_CATENIN_SIGNALING,30,42,0,0.06564893450737248,0.0,1.0,,1.0
top30_by_delta,XENOBIOTIC_METABOLISM,30,198,0,0.3094878341061845,0.0,1.0,,1.0
top50_signature,IL2_STAT5_SIGNALING,13,198,2,0.13411139477934664,14.912975912975913,0.0076640663423597506,IRF4;MAFF,0.1289820225802449
top50_signature,INTERFERON_GAMMA_RESPONSE,13,198,2,0.13411139477934664,14.912975912975913,0.0076640663423597506,IRF4;USP18,0.1289820225802449
top50_signature,TNFA_SIGNALING_VIA_NFKB,13,199,2,0.13478872505601,14.838036335523773,0.007738921354814694,BCL2A1;MAFF,0.1289820225802449
top50_signature,TGF_BETA_SIGNALING,13,54,1,0.03657583493982181,27.34045584045584,0.03597577647325671,CDH1,0.4496972059157089
top50_signature,INTERFERON_ALPHA_RESPONSE,13,97,1,0.06570103683634658,15.220459952418716,0.06376454047282114,USP18,0.48980400104498895
top50_signature,COAGULATION,13,138,1,0.09347157817954463,10.698439241917502,0.08957037786662471,MAFF,0.48980400104498895
top50_signature,APICAL_JUNCTION,13,198,1,0.13411139477934664,7.4564879564879565,0.12615331314083664,CDH1,0.48980400104498895
top50_signature,ESTROGEN_RESPONSE_LATE,13,198,1,0.13411139477934664,7.4564879564879565,0.12615331314083664,CDH1,0.48980400104498895
top50_signature,P53_PATHWAY,13,198,1,0.13411139477934664,7.4564879564879565,0.12615331314083664,MDM2,0.48980400104498895
top50_signature,ALLOGRAFT_REJECTION,13,200,1,0.13546605533267336,7.381923076923077,0.12734904027169713,IRF4,0.48980400104498895
top50_signature,COMPLEMENT,13,200,1,0.13546605533267336,7.381923076923077,0.12734904027169713,MAFF,0.48980400104498895
top50_signature,HYPOXIA,13,200,1,0.13546605533267336,7.381923076923077,0.12734904027169713,MAFF,0.48980400104498895
top50_signature,KRAS_SIGNALING_DN,13,200,1,0.13546605533267336,7.381923076923077,0.12734904027169713,SOX10,0.48980400104498895
top50_signature,ADIPOGENESIS,13,200,0,0.13546605533267336,0.0,1.0,,1.0
top50_signature,ANDROGEN_RESPONSE,13,100,0,0.06773302766633668,0.0,1.0,,1.0
top50_signature,ANGIOGENESIS,13,36,0,0.024383889959881208,0.0,1.0,,1.0
top50_signature,APICAL_SURFACE,13,44,0,0.02980253217318814,0.0,1.0,,1.0
top50_signature,APOPTOSIS,13,161,0,0.10905017454280207,0.0,1.0,,1.0
top50_signature,BILE_ACID_METABOLISM,13,112,0,0.07586099098629709,0.0,1.0,,1.0
top50_signature,CHOLESTEROL_HOMEOSTASIS,13,74,0,0.05012244047308915,0.0,1.0,,1.0
top50_signature,DNA_REPAIR,13,150,0,0.10159954149950502,0.0,1.0,,1.0
top50_signature,E2F_TARGETS,13,200,0,0.13546605533267336,0.0,1.0,,1.0
top50_signature,EPITHELIAL_MESENCHYMAL_TRANSITION,13,200,0,0.13546605533267336,0.0,1.0,,1.0
top50_signature,ESTROGEN_RESPONSE_EARLY,13,198,0,0.13411139477934664,0.0,1.0,,1.0
top50_signature,FATTY_ACID_METABOLISM,13,156,0,0.10566352315948523,0.0,1.0,,1.0
top50_signature,G2M_CHECKPOINT,13,199,0,0.13478872505601,0.0,1.0,,1.0
top50_signature,GLYCOLYSIS,13,200,0,0.13546605533267336,0.0,1.0,,1.0
top50_signature,HEDGEHOG_SIGNALING,13,36,0,0.024383889959881208,0.0,1.0,,1.0
top50_signature,HEME_METABOLISM,13,198,0,0.13411139477934664,0.0,1.0,,1.0
top50_signature,IL6_JAK_STAT3_SIGNALING,13,87,0,0.05892773406971292,0.0,1.0,,1.0
top50_signature,INFLAMMATORY_RESPONSE,13,200,0,0.13546605533267336,0.0,1.0,,1.0
top50_signature,KRAS_SIGNALING_UP,13,200,0,0.13546605533267336,0.0,1.0,,1.0
top50_signature,MITOTIC_SPINDLE,13,199,0,0.13478872505601,0.0,1.0,,1.0
top50_signature,MTORC1_SIGNALING,13,199,0,0.13478872505601,0.0,1.0,,1.0
top50_signature,MYC_TARGETS_V1,13,199,0,0.13478872505601,0.0,1.0,,1.0
top50_signature,MYC_TARGETS_V2,13,57,0,0.038607825769811914,0.0,1.0,,1.0
top50_signature,MYOGENESIS,13,199,0,0.13478872505601,0.0,1.0,,1.0
top50_signature,NOTCH_SIGNALING,13,32,0,0.02167456885322774,0.0,1.0,,1.0
top50_signature,OXIDATIVE_PHOSPHORYLATION,13,200,0,0.13546605533267336,0.0,1.0,,1.0
top50_signature,PANCREAS_BETA_CELLS,13,40,0,0.027093211066534673,0.0,1.0,,1.0
top50_signature,PEROXISOME,13,104,0,0.07044234877299015,0.0,1.0,,1.0
top50_signature,PI3K_AKT_MTOR_SIGNALING,13,105,0,0.07111967904965352,0.0,1.0,,1.0
top50_signature,PROTEIN_SECRETION,13,96,0,0.06502370655968322,0.0,1.0,,1.0
top50_signature,REACTIVE_OXYGEN_SPECIES_PATHWAY,13,49,0,0.03318918355650498,0.0,1.0,,1.0
top50_signature,SPERMATOGENESIS,13,134,0,0.09076225707289116,0.0,1.0,,1.0
top50_signature,UNFOLDED_PROTEIN_RESPONSE,13,112,0,0.07586099098629709,0.0,1.0,,1.0
top50_signature,UV_RESPONSE_DN,13,144,0,0.09753555983952483,0.0,1.0,,1.0
top50_signature,UV_RESPONSE_UP,13,158,0,0.10701818371281197,0.0,1.0,,1.0
top50_signature,WNT_BETA_CATENIN_SIGNALING,13,42,0,0.02844787161986141,0.0,1.0,,1.0
top50_signature,XENOBIOTIC_METABOLISM,13,198,0,0.13411139477934664,0.0,1.0,,1.0
